mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,CMajor_count,C#/DbMajor_count,DMajor_count,Eminor_count,EMajor_count,Fminor_count,FMajor_count,F#/Gbminor_count,F#/GbMajor_count,GMajor_count,G#/Abminor_count,G#/AbMajor_count,Aminor_count,AMajor_count,A#/Bbminor_count,A#/BbMajor_count,Bminor_count,Cminor_count,C#/Dbminor_count,Dminor_count,D#_Ebminor_count,D#_EbMajor_count,Gminor_count,BMajor_count
ISFP,SP,ISFP (PDB),5bQ62NFhoBa2qMsC2BVrZW,50,0.5556599999999999,0.1629214922993931,0.64646,0.1830447932243105,-6.5387200000000005,2.153375366957746,0.48,0.5046720495044485,0.065382,0.0704899954979862,0.2319897,0.2618497044446002,0.183562,0.1202115463400641,0.404994,0.1914537439845831,116.7387,26.4728213890382,0.0026421986,0.0108896085750255,6.0,3.0,2.0,5.0,0.0,4.0,3.0,4.0,2.0,2.0,0.0,2.0,2.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0
ISFP,SP,ISFP,5atFvTEr8TmlroGm7B1Ruh,50,0.6064799999999999,0.1441314932516095,0.69136,0.1689105257652279,-6.82356,3.064087373934046,0.58,0.4985693819032897,0.082408,0.0774645194358589,0.172070808,0.2282570863808165,0.212844,0.1648317499136372,0.4190819999999999,0.2339173224689022,123.65890000000002,28.320384867996207,0.1154239245999999,0.2490456575878322,3.0,6.0,2.0,3.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,5.0,1.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0
ISFP,SP,ISFP Mood,4QcaVYy1RXPkGBw8soOwT8,50,0.5596,0.1366574743880569,0.6282800000000001,0.1988172209516538,-6.927339999999999,2.908984524481605,0.64,0.4848732213850611,0.055382,0.048865014779367,0.2453310799999999,0.2907894369364716,0.171438,0.1122744539791957,0.429946,0.2388860655848562,119.05686,30.79372968377073,0.0238554036,0.0839823558912428,11.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,4.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0
ISFP,SP,Isfp,0pooegqha9n90gKK6DJtyk,43,0.5759302325581395,0.1177554761336747,0.4817674418604651,0.1983167064510346,-8.63588372093023,4.1582876009087615,0.6511627906976745,0.482242822170412,0.062813953488372,0.0787991647931183,0.5165597674418605,0.3277305245856461,0.161260465116279,0.0971219364646095,0.4273465116279069,0.1940481191536402,109.48081395348837,27.959507584954604,0.0326051013953488,0.1269937517008294,2.0,5.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,4.0,0.0,3.0,1.0,2.0,0.0,3.0,2.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0
ISFP,SP,ISFP energy,2MOlGF3WKjSjks4OchPRo3,50,0.5904400000000001,0.126875346184307,0.66976,0.2044484426800207,-6.818299999999999,2.923212527270612,0.52,0.5046720495044485,0.055124,0.0368114975384105,0.18192532,0.2704653961994475,0.1812459999999999,0.1336791745873954,0.460772,0.2651604851282886,122.7835,24.059485675071684,0.0408222983999999,0.1169579699792373,7.0,2.0,1.0,4.0,3.0,1.0,2.0,4.0,0.0,2.0,0.0,2.0,3.0,1.0,1.0,5.0,5.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0
ISFP,SP,ISFP's melodies,71akfdIi3JwwsyUcxEbJzc,20,0.6632499999999999,0.1246966318711134,0.5266000000000001,0.1665151802784295,-7.8314,2.37170070890734,0.7,0.4701623459816271,0.0971,0.1248025978137179,0.332105,0.2588484162695672,0.173615,0.0908497908638209,0.6149000000000001,0.1711035082232851,112.3866,25.2037459024604,0.000219861,0.0009418314700395,4.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
ISFP,SP,isfp vibes,07JYkeZ8Je8h53JS3X2Y6H,37,0.5276216216216216,0.1361088925479545,0.5563783783783783,0.1659928631918572,-7.518324324324325,1.9882644309667283,0.6486486486486487,0.4839775141824611,0.041554054054054,0.0259133019744535,0.2681661324324325,0.2561436695523281,0.1950081081081081,0.1388721341906095,0.3351027027027027,0.1761615506770332,119.62210810810812,28.997875802264264,0.1102980854054054,0.2670729475387393,3.0,2.0,0.0,1.0,4.0,0.0,4.0,0.0,2.0,0.0,1.0,3.0,4.0,0.0,0.0,4.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0
ISFP,SP,isfp,4uQHuCDiNkkYsFh2j63A2c,45,0.5879333333333334,0.1235698918904527,0.5801066666666667,0.2128734007039694,-8.061199999999998,3.854860182584152,0.6666666666666666,0.476731294622796,0.0671688888888888,0.0745459492900557,0.3458115555555555,0.2705723353707466,0.16722,0.1021710433092913,0.5056577777777778,0.2418009272191494,123.07553333333334,35.0127607579138,0.0669223351111111,0.2016487582619588,3.0,3.0,3.0,0.0,3.0,2.0,3.0,3.0,6.0,3.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,2.0
ISFP,SP,ISFP,1zmvDavCBu64basIqDM5Oa,50,0.54714,0.1431914673663575,0.4821239999999999,0.1943953299598631,-7.92572,3.412017704813265,0.66,0.4785181206984066,0.046448,0.0388878252812116,0.4738153999999999,0.3203412361918751,0.1641959999999999,0.1417701674959747,0.349784,0.195239854956065,119.99596,31.18954714811501,0.0392688542,0.1495981278758696,6.0,4.0,3.0,3.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,3.0,3.0,3.0,0.0,3.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0
ISFP,SP,Isfp 😅🌻,4acVnYJ2bqKBAGBsM9tAV3,50,0.5916,0.1624391879932867,0.6168,0.1979977324133191,-7.055760000000001,3.067420172172873,0.46,0.5034574339058886,0.0691939999999999,0.0593142595994987,0.2460463,0.2891466277859906,0.167426,0.1154751370182679,0.4405399999999999,0.2131847163032709,118.57998000000002,25.86723224821831,0.0186785548,0.0946248132910633,5.0,2.0,4.0,3.0,0.0,3.0,3.0,4.0,1.0,0.0,0.0,4.0,2.0,2.0,4.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,1.0,2.0
ISFP,SP,isfp x intp,72vk0HNNwnOF6vY2eml6NR,50,0.55542,0.1540744704647061,0.5858760000000001,0.2102104907768712,-7.912859999999999,3.175985760583409,0.64,0.484873221385061,0.0565339999999999,0.041233989397494,0.2489687199999999,0.3107327873209496,0.174498,0.1284188801205981,0.406514,0.2443144143625302,129.08308,26.86589181953161,0.1223508292,0.2619887698197555,1.0,1.0,5.0,2.0,4.0,3.0,3.0,1.0,3.0,4.0,1.0,2.0,0.0,5.0,3.0,2.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0
ISFP,SP,isfp,4fhUxN4akURYUOR4khumBq,50,0.57548,0.1456724365674927,0.515314,0.1935021995445308,-8.427560000000001,3.5492520405498027,0.72,0.4535573676110728,0.0482759999999999,0.0294543407285768,0.4091736,0.3225362282752758,0.156648,0.1352741679187953,0.41372,0.2126108872747468,119.45658,31.38256494186229,0.028232927,0.1171189071850777,5.0,2.0,2.0,3.0,1.0,1.0,5.0,1.0,3.0,2.0,1.0,2.0,1.0,5.0,1.0,6.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0
ISFP,SP,ISFP 새벽감성,6bFFveLrZuAWLb6a5Kt8Uu,24,0.5317916666666668,0.1350680920600925,0.4032708333333333,0.1986450635838501,-8.019083333333333,3.97726758856058,0.7916666666666666,0.4148511169990533,0.0408916666666666,0.0183184610295939,0.6796416666666666,0.2617565262948967,0.1554875,0.0776976319514923,0.3092,0.1363234771959056,122.68475,27.786741356969703,0.0674328941666666,0.2071911875800818,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
ISFP,SP,Isfp,3SnizM31XljdIjneSzmpZG,32,0.4295625,0.116643359807135,0.92553125,0.0752385386727633,-4.30878125,1.20756704841234,0.625,0.4918693768379647,0.1350625,0.0936775758962968,0.0056172687499999,0.0155037938718584,0.283584375,0.161825364073934,0.384275,0.2067006109827573,135.8146875,28.30851732701719,0.0714802446875,0.1765256130009256,5.0,6.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0
ISFP,SP,ISFP y más,5miLfpSU1sd8N84LX4lejO,41,0.5089512195121952,0.1575450651749384,0.6215365853658537,0.1739918241701281,-6.47539024390244,1.9074649522081493,0.5609756097560976,0.5024331043932555,0.0454073170731707,0.0251176669920188,0.3480563414634146,0.2811738575041792,0.1842878048780488,0.097691448436191,0.4575341463414634,0.250300105483154,131.5150487804878,34.6462459250286,0.0308004390243902,0.1129247368542626,5.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,0.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0
ISFP,SP,Isfp<3,2Awb6k1SeYeOvGqYP2KzRF,49,0.6061632653061225,0.1156983050399427,0.6432653061224489,0.1605832825865087,-6.316857142857143,1.785457737761758,0.673469387755102,0.4738035414793428,0.068438775510204,0.0710024113919336,0.2118844897959183,0.2520226694586985,0.1919163265306122,0.1300292809122538,0.4211714285714286,0.2231135631989533,118.7369387755102,31.49627213418026,0.0007239808163265,0.0025183865940566,5.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,0.0,6.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,2.0,1.0
ISFP,SP,ISFP Time,0KqbZlAq4t9zb8YNkSEk9G,50,0.5662800000000001,0.1262071572083463,0.6823999999999999,0.1876049910131956,-6.95366,2.918510520376964,0.66,0.4785181206984066,0.06669,0.065735342123409,0.154773094,0.2499234010205596,0.170824,0.1130127707430465,0.52654,0.1942757570977871,128.43789999999998,31.432933994134107,0.0965688274,0.2148919793684528,4.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,3.0,5.0,2.0,3.0,3.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0
ISFP,SP,isfp,5Vht41jJRc8bPjkDxKAe0I,50,0.56686,0.1603520374624761,0.64908,0.2025051110466103,-7.31328,2.553824926797977,0.64,0.484873221385061,0.0600419999999999,0.0496537771751062,0.229953908,0.2645784082055263,0.170114,0.1258611674563262,0.42921,0.1958559083528875,117.46246,28.20058537835768,0.1077449564,0.2321098032794547,6.0,4.0,2.0,4.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,3.0,5.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0
ISFP,SP,isfp ,27G4My58AJyHznSxzgVEEa,50,0.55844,0.1239750073562393,0.64074,0.1662709627722907,-7.064680000000001,2.208593156795723,0.46,0.5034574339058886,0.056496,0.0450894438073607,0.139536194,0.1942474670230339,0.17363,0.1314233651919146,0.3782520000000001,0.1931848868470886,121.18366000000002,27.90166796828916,0.1748984374,0.3112906390598383,2.0,0.0,0.0,4.0,1.0,0.0,2.0,1.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,4.0,4.0,0.0,2.0,1.0,1.0,4.0,2.0
ISFP,SP,isfp,6joCdEqrtY4wAksn8gvF2C,50,0.6176400000000001,0.1039624657543013,0.4935400000000001,0.1971797284360703,-8.5983,3.2459318541893043,0.76,0.4314191105869001,0.0580859999999999,0.0473607088077819,0.488868,0.3071279082342185,0.166066,0.1130735765701578,0.4400899999999999,0.2108129476041522,115.8184,29.201152338878124,0.026361355,0.1381355739941272,9.0,3.0,4.0,1.0,2.0,2.0,4.0,2.0,2.0,6.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0
ISFP,SP,isfp,2dsEfwyiSK6bf22H6XNtuI,50,0.59488,0.1363881974665083,0.6711199999999999,0.171240091624572,-7.04738,2.7497216325902327,0.68,0.4712120714991611,0.065944,0.060898785752447,0.191660474,0.2433676645904977,0.1964099999999999,0.1367045245806309,0.50936,0.2113099821859549,120.69266000000002,30.339308957603134,0.0523518279999999,0.1751066340767303,8.0,4.0,2.0,4.0,1.0,2.0,0.0,1.0,2.0,5.0,1.0,3.0,2.0,4.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,3.0,1.0,1.0
ISFP,SP,Isfp,30GkVQtz70yGKBoYqz4HS2,50,0.4635200000000001,0.1515016319707346,0.508544,0.2370641626399132,-9.71304,4.371692760270796,0.34,0.4785181206984065,0.03489,0.0094992856874308,0.3210191739999999,0.3710771449653346,0.1584839999999999,0.0886872177707609,0.2557959999999999,0.2019493692457976,117.53388,22.86841903429625,0.2233837008,0.3090443974807564,6.0,2.0,2.0,9.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,1.0,0.0,3.0,4.0,4.0,2.0,1.0,0.0,1.0,0.0
ISFP,SP,☆INFJ x ISFP☆,6O87123wUzpzi6WnH8W75v,44,0.5243181818181818,0.1301640776235674,0.685409090909091,0.1696490657116294,-6.33240909090909,2.4505896994936283,0.5681818181818182,0.5010559673853124,0.0651636363636363,0.0752422787228003,0.2332813409090909,0.2480863172653349,0.1827954545454545,0.1210502335752632,0.3892318181818181,0.1994132051944395,118.10695454545454,28.179615132594368,0.0603527995454545,0.1955894037729451,8.0,2.0,0.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0
ISFP,SP,ISFP’s Canvas,0OcMSOCP4ZEoQGDC1eNbdA,31,0.6210322580645161,0.1435884126873213,0.6683503225806452,0.2037560645393386,-7.009870967741936,4.177239469170483,0.6451612903225806,0.4863734571139199,0.074216129032258,0.0846564590832626,0.2208468709677419,0.2592016420103264,0.2338870967741935,0.1907743391932564,0.5198225806451612,0.2690508349856056,118.82083870967742,22.940328182913703,0.0982836638709677,0.271755765898704,3.0,2.0,2.0,0.0,3.0,1.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0
ISFP,SP,isfp dump,2TqPZKVulg4M8g7goICnfZ,50,0.6501799999999999,0.1553224020269728,0.6661800000000001,0.1853295674506056,-6.49836,2.95923079332506,0.62,0.4903143514780145,0.071296,0.0735667431517746,0.237082,0.2492742291746426,0.178734,0.1435543978669367,0.60006,0.2257595262075764,122.14972,26.97909016032942,0.0510777217999999,0.163429022728691,6.0,1.0,5.0,2.0,0.0,4.0,3.0,2.0,1.0,4.0,1.0,3.0,2.0,4.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0
ISFP,SP,ISFP,7ahXzpxjQTIjSM4DxrvI2t,34,0.6285,0.1270738868818953,0.7469411764705882,0.1904452424565432,-3.9049705882352943,2.337789664247032,0.7352941176470589,0.447811075519899,0.0740323529411764,0.0555518306742954,0.2553544117647059,0.2315008359064845,0.1931764705882353,0.1325026999354959,0.5533323529411766,0.1627998152046234,130.71861764705884,25.78813804482738,6.200588235294117e-05,0.0003227356239937,0.0,6.0,1.0,1.0,2.0,2.0,0.0,3.0,1.0,5.0,1.0,5.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
ISFP,SP,ISFP (scorpio moon),6pr4EKaOuG8HcisjCajGJC,6,0.6883333333333334,0.0702329457353646,0.7320000000000001,0.1335799386135508,-7.209499999999999,3.687002617303112,0.8333333333333334,0.408248290463863,0.0817166666666666,0.0866732580826789,0.1955166666666666,0.1421493639333875,0.1132666666666666,0.0982562093033649,0.5209,0.3135801970788334,109.531,28.04710047758948,0.2241213666666666,0.2483584380753081,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISFP,SP,isfp,2LJBXblBKNOcCJYFo9bXWi,50,0.5136,0.1121214720283136,0.471484,0.2060369249252499,-8.64768,4.157689391859819,0.8,0.4040610178208844,0.0562859999999999,0.0493359661413662,0.48311042,0.3416503275713874,0.15384,0.110568205933104,0.352846,0.1858423395993364,127.52523999999998,29.34536371374948,0.0384640995999999,0.1494036893864682,4.0,7.0,1.0,2.0,4.0,0.0,3.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,2.0
ISFP,SP,✮I'm an ISFP-T✮,45VsGklBPvRcx9B4jjOWFv,50,0.56196,0.1483838046061218,0.6555,0.2196133197328468,-7.436880000000001,3.625428164101618,0.82,0.3880879344916035,0.071662,0.1164315755791217,0.258254038,0.2879033918374015,0.1798999999999999,0.1263102400231029,0.492634,0.259361141024382,122.85236,29.2242190243305,0.1109044382,0.2727692675787618,4.0,1.0,5.0,2.0,5.0,0.0,4.0,3.0,1.0,6.0,0.0,2.0,0.0,9.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0
ISFP,SP,ISFP,2TYdZETDeffgQuKOEWtj0T,50,0.5270799999999999,0.1286973732348529,0.4739599999999999,0.1724889774650507,-7.0121,2.2733306883001743,0.72,0.4535573676110727,0.05915,0.0704812878626342,0.5598185999999999,0.2809847660770735,0.152186,0.0735475384512962,0.32456,0.1429881056848678,111.27553999999998,28.57404351048664,0.0169951505999999,0.1144033599280779,3.0,3.0,8.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,1.0,4.0,0.0,1.0,3.0,3.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0
ISFP,SP,ISFP extremamente emocionado,3FCXEBHyPj8YxoxtzFWxWA,50,0.492306,0.1328416740764304,0.83184,0.1263037091251698,-4.86652,1.8101563833671657,0.46,0.5034574339058886,0.108272,0.0860354270646928,0.0919788739999999,0.131008463942899,0.229544,0.1394709378841546,0.463296,0.1996610535637936,126.01597999999998,29.334770939989163,0.0690403388,0.221301616606478,2.0,4.0,1.0,6.0,0.0,1.0,0.0,4.0,2.0,5.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,0.0,0.0,1.0,3.0
ISFP,SP,isfp-t,1CieUnuX6V3p0IzduKeb4S,12,0.7518333333333334,0.0800293506764672,0.8392500000000002,0.0777783856397603,-3.325833333333333,0.9703982156669996,0.4166666666666667,0.5149286505444373,0.1335833333333333,0.071117851400888,0.11283,0.1399335622228049,0.2152666666666667,0.1168081436554935,0.7585000000000001,0.0995293469741005,106.42558333333332,13.710140702535965,1.0953333333333334e-05,2.4519950071628435e-05,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
ISFP,SP,isfp 🫶,2rl0kWhW4HdqnP4ty5OufR,50,0.6871400000000001,0.1670482039681348,0.63518,0.1731029763122612,-6.94098,3.448425168457187,0.62,0.4903143514780145,0.109308,0.1036601626588005,0.19424322,0.264359144508058,0.182998,0.1233474592774576,0.533112,0.2346290138469143,120.40998000000002,26.17121153644413,0.0696953882,0.2073226799882074,2.0,8.0,4.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,5.0,0.0,1.0,1.0,0.0,3.0
ISFP,SP,Isfp ,3IB5Wk0SKj24U3n6SrVr81,50,0.5501600000000001,0.0899106949212633,0.505886,0.1946205308401192,-8.08858,2.6356832293176136,0.84,0.3703280399090203,0.033946,0.0133222264793594,0.38355158,0.2903017304137681,0.150302,0.1406186309977218,0.43298,0.2138175352195113,118.32250000000003,34.39297287341454,0.0095209774,0.0535736002842635,7.0,1.0,6.0,2.0,2.0,0.0,2.0,1.0,1.0,5.0,0.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,2.0,1.0,0.0,4.0,0.0,5.0
ISFP,SP,isfp kk (eu),3uT2qodrz1UZPEc0nqHOHI,50,0.67292,0.1488233907443754,0.595906,0.2040319326848178,-8.09886,4.2666957726951535,0.58,0.4985693819032897,0.1362239999999999,0.1391371098255682,0.31005028,0.2953095966053005,0.201266,0.1629053319807399,0.567782,0.2464239268216544,124.94787999999998,30.97610270649401,0.0284491145999999,0.1377325827968885,4.0,2.0,0.0,3.0,5.0,3.0,0.0,2.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0
