mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,Cminor_count,CMajor_count,C#/Dbminor_count,DMajor_count,D#_EbMajor_count,Eminor_count,EMajor_count,Fminor_count,FMajor_count,F#/GbMajor_count,Gminor_count,GMajor_count,G#/Abminor_count,G#/AbMajor_count,Aminor_count,AMajor_count,A#/Bbminor_count,A#/BbMajor_count,Bminor_count,C#/DbMajor_count,F#/Gbminor_count,BMajor_count,D#_Ebminor_count,Dminor_count
INTJ,NT,Intj 🧐,1WzuaRUxekhPMBZEsszcSe,50,0.57836,0.140029990956748,0.6559800000000001,0.1718259073858758,-7.076460000000001,2.2598429348527924,0.42,0.4985693819032897,0.087814,0.0811623392356583,0.2207187599999999,0.2144714190186179,0.1944,0.1356151487534802,0.4808,0.212144925434843,123.46514,30.801975708571497,0.0308659554,0.1197831534260489,2.0,3.0,5.0,3.0,1.0,6.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,2.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0
INTJ,NT,pov: you’re an intj ,6ocmyGGftkUZHJ0n9awpic,50,0.6159600000000001,0.1655062684551832,0.66486,0.156679447879277,-6.12872,1.6691418305860786,0.48,0.5046720495044484,0.088132,0.0879052607838085,0.1719245099999999,0.2096510623908623,0.161082,0.1375488702614604,0.502086,0.2432493807362547,116.27452,26.1802615866322,0.0270257124,0.0858202388355218,4.0,3.0,4.0,3.0,0.0,2.0,1.0,2.0,3.0,1.0,0.0,4.0,2.0,2.0,2.0,0.0,1.0,2.0,6.0,4.0,3.0,1.0,0.0,0.0
INTJ,NT,This Is Intjay,37i9dQZF1DZ06evO0zwTas,43,0.6712790697674419,0.096193090926382,0.167296976744186,0.1583043645659914,-14.608720930232558,3.371105232960601,0.5813953488372093,0.4991687442297913,0.0997023255813953,0.0708464418852227,0.5798511627906978,0.283984785283341,0.1114790697674418,0.0132020661827994,0.5576976744186046,0.2057853175015768,98.77767441860466,31.20951499121239,0.857023279767442,0.1918714358302327,0.0,2.0,2.0,3.0,0.0,2.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,0.0,5.0,2.0,1.0,3.0,3.0,0.0
INTJ,NT,INTJ,2waN9Y7YiQZJSoIjYVLUgE,50,0.6920999999999999,0.152337601720518,0.66356,0.1564856595111931,-6.542580000000002,2.794410624508744,0.54,0.5034574339058886,0.0863979999999999,0.0625685501294869,0.128614046,0.1603462003342782,0.206846,0.1532064782692738,0.5095200000000001,0.2148451022462082,122.10204,27.15705994573652,0.0798598528,0.2059573943770162,1.0,1.0,2.0,4.0,1.0,3.0,2.0,3.0,1.0,1.0,2.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,1.0,3.0,0.0,0.0
INTJ,NT,INTJ : The Mastermind,64k1pQgRBV2rHMurg4KIEH,50,0.50298,0.1470753645487335,0.631946,0.176177562575664,-6.79866,3.194492490176791,0.52,0.5046720495044485,0.045908,0.0258777490110239,0.2339165799999999,0.2589262426140074,0.1781039999999999,0.1170292723890837,0.45642,0.2393807563915952,120.81406,32.18800666201431,0.149675445,0.2706297104162427,2.0,1.0,4.0,4.0,2.0,3.0,2.0,3.0,4.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,1.0,0.0,0.0
INTJ,NT,INTJ villain,1CEMQ6JrdmiLc5QXEt7UUu,25,0.6407200000000001,0.1211852988883827,0.5783600000000001,0.1423929071267245,-7.199960000000001,2.6312417613489387,0.72,0.4582575694955839,0.12634,0.136774565130607,0.280016,0.2625498439661823,0.212464,0.1357036534757508,0.460996,0.2308432377177205,112.50332,29.76722416618654,0.056516064,0.1264776013205103,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,3.0,0.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0
INTJ,NT,INTJ women,67gWNkJ7D5wVXs09fU9kxR,50,0.61188,0.142355353010037,0.6500400000000001,0.1960465334182324,-7.2112,2.952498264182385,0.6,0.4948716593053935,0.059514,0.0525159295949761,0.20422294,0.2364698846467199,0.205196,0.1709198379477398,0.54858,0.2404135119636453,126.43995999999996,25.857017268803137,0.080604252,0.2030591201166865,3.0,5.0,3.0,4.0,0.0,0.0,3.0,1.0,6.0,3.0,1.0,3.0,0.0,2.0,2.0,3.0,1.0,1.0,4.0,0.0,3.0,0.0,1.0,1.0
INTJ,NT,INTJ songs,4acQIuCN9aeFBCpr9vubVd,50,0.53,0.1608579040834563,0.64078,0.20492141749202,-7.04848,3.4350208759131555,0.52,0.5046720495044485,0.090556,0.1028800394356734,0.26256628,0.3064952143369795,0.166388,0.1372704475531007,0.375046,0.2046651862263371,127.62784000000002,27.988529793004087,0.0954819903999999,0.2249649041245395,2.0,4.0,2.0,4.0,0.0,5.0,0.0,2.0,5.0,3.0,0.0,0.0,4.0,4.0,3.0,2.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0
INTJ,NT,intj girlies,3r7yxNLsluN3K7M2xxUcRl,50,0.5440200000000001,0.1306144802423513,0.506864,0.2067657510817692,-8.42154,3.633740880151147,0.56,0.5014265364224069,0.071416,0.0688016295488081,0.3888735799999999,0.3164505760507647,0.160838,0.0936698759975038,0.3997159999999999,0.2036407725102501,121.99473999999998,29.13497475950757,0.0338849633999999,0.0931063802620476,4.0,7.0,2.0,3.0,0.0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,2.0,2.0,1.0,5.0,4.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0
INTJ,NT,INTJ WOMAN.,0NIbxDM2VBm0W1mq7azyN1,45,0.6440666666666667,0.1461833220184971,0.7200222222222223,0.175876827882068,-6.698666666666668,2.559401874373279,0.4444444444444444,0.5025189076296063,0.0800488888888888,0.0688654670757089,0.1439658466666666,0.2005909737914078,0.2000288888888888,0.1757494040106566,0.4232377777777777,0.2253859984851129,122.50337777777776,28.57765601932017,0.2098311686666666,0.3440682564100387,0.0,1.0,2.0,1.0,0.0,5.0,0.0,1.0,1.0,3.0,2.0,1.0,2.0,7.0,1.0,1.0,6.0,1.0,1.0,3.0,4.0,1.0,0.0,1.0
INTJ,NT,intj men,5lZ3DTyNn7nIvQitg2sPqk,50,0.6267199999999999,0.1749705561236063,0.59524,0.1955062042963531,-7.68654,4.445276930424387,0.44,0.5014265364224069,0.070708,0.0860806405028898,0.2128129199999999,0.2844748943985298,0.182136,0.1225291814638622,0.493472,0.249562022915412,117.57346,31.72852515479356,0.050563493,0.1586594643364108,1.0,5.0,2.0,4.0,0.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,1.0,2.0,7.0,2.0,7.0,1.0,0.0,1.0
INTJ,NT,ISFP-INTJ playlist,00zUHU6TmCloNdYf7pLC5N,50,0.5705600000000001,0.1463485021502873,0.7636200000000001,0.1490749558074044,-5.300400000000001,1.8291422881241584,0.42,0.4985693819032897,0.0909399999999999,0.0693452203964825,0.126699078,0.1921549422775801,0.1996899999999999,0.1522032103633099,0.53672,0.1748710358626421,130.30156,30.54285040301944,0.0111606548,0.0537215007702263,1.0,1.0,3.0,3.0,1.0,5.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,2.0,6.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0
INTJ,NT,INTJ (PDB),1oMuVmA9nA0almuXNdxazA,50,0.53484,0.1635740311708108,0.690936,0.2085096990451964,-5.943220000000001,3.0611429457452184,0.48,0.5046720495044485,0.1237079999999999,0.153714586882339,0.27549328,0.2820762363486401,0.158168,0.1214081990305297,0.40354,0.2314330546302973,126.82936,31.827758280046385,0.0920423342,0.2291287217166602,2.0,1.0,1.0,3.0,0.0,3.0,0.0,4.0,2.0,5.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,4.0,0.0,0.0,3.0
INTJ,NT,intj ''the suffering architect'',2XjLnXTpA1cU8jhfe8JWPB,50,0.5282600000000001,0.1455744160635546,0.63334,0.1773219843179321,-6.587920000000001,2.393221446383216,0.52,0.5046720495044484,0.05309,0.0374291889262039,0.20666512,0.2639092688698407,0.161906,0.0880139284199856,0.42587,0.2573390095114352,121.7679,30.16772058400657,0.0423744989999999,0.1142644399336804,2.0,2.0,1.0,3.0,0.0,2.0,0.0,3.0,6.0,1.0,1.0,5.0,1.0,1.0,5.0,2.0,2.0,3.0,3.0,1.0,4.0,2.0,0.0,0.0
INTJ,NT,intj women,5GSnE7VeL4fKHS8cOvGkw3,50,0.61856,0.1652687557666392,0.61868,0.1805686527815582,-6.880839999999999,3.397713272788278,0.46,0.5034574339058886,0.07965,0.0825360014212721,0.23584426,0.2675153164301568,0.185944,0.1360151689619768,0.511478,0.2190272458030772,119.38472,32.330202536366045,0.0673632542,0.1733507272696987,4.0,3.0,1.0,2.0,0.0,2.0,1.0,2.0,5.0,1.0,3.0,4.0,2.0,3.0,1.0,0.0,5.0,1.0,5.0,3.0,2.0,0.0,0.0,0.0
INTJ,NT,intj type beat,34zlRD1iOauOEarXeioIkF,50,0.61056,0.158638745042223,0.6632399999999999,0.1792355148845182,-6.19958,2.7390575549607856,0.54,0.5034574339058886,0.06869,0.0617242658927588,0.23567312,0.2330904714554678,0.144948,0.1072925929695169,0.529824,0.2392281359809041,114.1743,25.6435977316454,0.0198681736,0.0666965298175579,3.0,2.0,1.0,1.0,1.0,2.0,5.0,4.0,4.0,2.0,1.0,4.0,3.0,0.0,2.0,1.0,1.0,4.0,2.0,3.0,2.0,0.0,1.0,1.0
INTJ,NT,for the intj,0Ip95waV5jsOSvOZn10DTc,45,0.5344222222222222,0.1686763292237653,0.5521555555555556,0.1657585806850042,-7.616155555555555,2.54012057655426,0.6444444444444445,0.4840903163082633,0.0590933333333333,0.0431461859685924,0.2479279451111111,0.2338006281604092,0.1649022222222222,0.0982771926026511,0.3939266666666667,0.202918253132993,123.2316888888889,28.221006620489952,0.0603473235555555,0.1669449776384219,0.0,5.0,0.0,4.0,1.0,2.0,1.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,4.0,4.0,2.0,3.0,1.0,1.0,3.0
INTJ,NT,intj 5w6,3qlehGel2Mfp4Xk8Fk4WwW,50,0.5909800000000001,0.1578902344112801,0.6567000000000001,0.1670400477461031,-6.7336,2.527169982895685,0.54,0.5034574339058886,0.06189,0.0533496829744037,0.23407254,0.2715934460912539,0.1640279999999999,0.1043705135464954,0.5155000000000001,0.2500912690542051,121.02048,28.60005436504037,0.0878791086,0.1904861714322032,1.0,6.0,0.0,2.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0
INTJ,NT,INTJ 2.0,32isxeHV3BtpdtAJYMv9h0,50,0.4508999999999999,0.1458277219522952,0.5854032,0.2744228147119859,-9.91146,7.140133098313549,0.58,0.4985693819032897,0.076634,0.0883345001822559,0.2189956179999999,0.343501669728038,0.1661239999999999,0.1355168000128186,0.311144,0.1971572646495219,124.899,33.40753722055634,0.3304949359999999,0.3470310826897079,3.0,4.0,4.0,4.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,8.0,1.0,4.0,5.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0
INTJ,NT,intj female playlist ,6S1wiAKJ6mNb3sinUYx5p9,50,0.5389,0.1693772808416351,0.4986339999999999,0.1944027269587018,-8.59742,3.6948639481732215,0.5,0.5050762722761054,0.068048,0.0580717826030325,0.3471053999999999,0.3390970919729785,0.164224,0.1237387876759353,0.352694,0.2117507722656567,121.06492,33.725680222691814,0.0662567582,0.1655352888279853,2.0,4.0,2.0,2.0,0.0,5.0,1.0,3.0,6.0,0.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,5.0,3.0,0.0,0.0,1.0,2.0
INTJ,NT,🕯️ INTJ 🕯️,0LOmaGXdeUHwspPC0qkV4c,50,0.534082,0.148697630040266,0.7060399999999999,0.1762706592321094,-6.581859999999999,3.204865249228786,0.5,0.5050762722761054,0.056856,0.0380069765883548,0.1636104551999999,0.2583279834060014,0.210208,0.2017435074341594,0.48302,0.2126788793328705,124.90884,31.86906409962681,0.145295395,0.2603077322875626,0.0,3.0,4.0,4.0,1.0,1.0,0.0,2.0,4.0,0.0,2.0,4.0,1.0,3.0,6.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,5.0
INTJ,NT,intj // the architect ,0qBVUmdHvl7vaQnNtQatlC,35,0.5159714285714286,0.1310896607656906,0.5412857142857143,0.2285780303668455,-8.495171428571428,3.722675125147904,0.4857142857142857,0.5070925528371099,0.0652571428571428,0.0528546413216824,0.4146402571428571,0.3414189441287072,0.1998457142857142,0.145144186613047,0.3860399999999999,0.2142513850597003,122.84120000000004,28.01264185075773,0.0725186125714285,0.1587996433449773,1.0,3.0,0.0,4.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0
INTJ,NT,intj dreams,0YGNow7lSB3E2ku1sAbb1f,50,0.54562,0.150953823186741,0.7650999999999999,0.1724253461646518,-5.84392,2.0137945990956823,0.56,0.5014265364224069,0.0681819999999999,0.0525711284541123,0.1076447539999999,0.1977876318660148,0.1778119999999999,0.1519108138457079,0.450338,0.1797191855907091,123.76236,27.55534304109917,0.0208927166,0.0892999764821349,2.0,3.0,2.0,4.0,1.0,0.0,0.0,1.0,3.0,0.0,2.0,3.0,0.0,4.0,3.0,1.0,4.0,1.0,5.0,5.0,2.0,3.0,0.0,1.0
INTJ,NT,intj,3yR37KbaeKuoFVJDNCgqBZ,50,0.5324,0.1201242553970424,0.66502,0.1979326302620388,-6.5907800000000005,2.6553730303300287,0.64,0.4848732213850611,0.066776,0.0524167233011817,0.17325784,0.2401600053977925,0.18069,0.1472387056061395,0.4784979999999999,0.2077353462402366,126.74196,32.99700115375978,0.0738460798,0.2172276188413455,2.0,5.0,0.0,5.0,0.0,3.0,1.0,2.0,5.0,3.0,1.0,1.0,0.0,0.0,5.0,3.0,0.0,5.0,3.0,2.0,1.0,2.0,0.0,1.0
INTJ,NT,INTJ 5w4 Playlist,0h5YkSBRaWaPMDMjyXePO6,50,0.4636,0.1937662172278116,0.433648,0.2375246438256245,-10.70344,4.151054432850742,0.34,0.4785181206984064,0.069178,0.078790161226656,0.5250098,0.3514513251198957,0.142916,0.0999197052331398,0.236022,0.2099024256211267,113.36072,28.543743426852046,0.221127229,0.2956168781862391,5.0,0.0,1.0,4.0,1.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,3.0,4.0,0.0,3.0,1.0,5.0,4.0,3.0,0.0,1.0,5.0
INTJ,NT,Classical INTJ,0gUIw9XpuDGkDMsSBww07k,50,0.282358,0.1142623656327839,0.265838,0.1804940746271472,-16.107039999999998,6.33211673336002,0.38,0.4903143514780145,0.04141,0.01007328756906,0.8538399999999998,0.2002238910085713,0.1187059999999999,0.0480531525861663,0.134538,0.1260934248556868,110.82202,38.37993922663776,0.7635666000000001,0.290679351467965,2.0,1.0,0.0,3.0,1.0,3.0,2.0,4.0,2.0,0.0,4.0,5.0,3.0,0.0,3.0,0.0,0.0,4.0,3.0,1.0,1.0,0.0,2.0,6.0
INTJ,NT,Intj// the innovator,2WXvZGQSccFGFZ64BYD1TR,50,0.59486,0.1442176657072247,0.6047324000000001,0.2177056993016218,-8.06232,4.661648711758184,0.48,0.5046720495044484,0.076762,0.0680971301801736,0.26360112,0.2746289704305436,0.210492,0.157576014490966,0.512708,0.2255232689383804,122.70048,30.58754975492145,0.0373996244,0.0948360635856265,2.0,3.0,5.0,4.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,4.0,3.0,2.0,0.0,1.0,1.0
INTJ,NT,songs for an intj by an intj,3iBJBvy8s0BKxJ0NBcQbe6,50,0.4935600000000001,0.1605054719647035,0.60012,0.1912591617119962,-7.6485400000000014,2.989582724347043,0.54,0.5034574339058886,0.063888,0.0692439804795554,0.1769743459999999,0.2295713163639988,0.1629159999999999,0.1161370203418253,0.403472,0.2402581375716289,117.45167999999998,30.907379937312506,0.1088396322,0.2080689131202959,4.0,4.0,2.0,3.0,0.0,2.0,4.0,2.0,3.0,1.0,1.0,6.0,4.0,0.0,2.0,3.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0
INTJ,NT,INTJ Sociopathy  ,0O4y5pPAizTB9qvCDtvRjt,43,0.5675813953488372,0.118558852686704,0.7380465116279069,0.1401796387443409,-5.410558139534884,1.8115733401597096,0.3023255813953488,0.4647008111181005,0.0570953488372093,0.0481949214548803,0.0769043023255813,0.1406547361856473,0.1777395348837209,0.1441956064642333,0.4790813953488371,0.2365066678369554,119.21888372093022,27.897729819919128,0.0532265260465116,0.1653437380606119,2.0,0.0,5.0,3.0,0.0,7.0,1.0,4.0,0.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,2.0,0.0,0.0,0.0
INTJ,NT,Intj study list,6mX7s5lJxbmD7qSj86Zwi8,50,0.50766,0.1627964310394539,0.2285764,0.1673269684737407,-16.008280000000003,6.101553515929784,0.6,0.4948716593053936,0.041018,0.0152767489061926,0.7358579999999999,0.293612595021232,0.12641,0.0606670850138824,0.262934,0.1664465344199396,109.8733,32.86722059690028,0.6114569386,0.3682501901340151,3.0,9.0,0.0,2.0,3.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,0.0,7.0,2.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0
INTJ,NT,INTJ Villain,0D0bMehpKoMTB4ba4gNQM9,50,0.6063,0.1300078883007033,0.6383800000000001,0.1712933859833258,-6.867019999999999,2.933323819874802,0.58,0.4985693819032897,0.099708,0.1088861806789876,0.18191832,0.2398086917573783,0.203734,0.1337806422804868,0.491818,0.2145847415405876,117.45472,32.889562541403585,0.0450961336,0.1065939736386396,2.0,3.0,1.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,3.0,0.0,2.0,3.0,7.0,0.0,1.0,0.0,1.0
INTJ,NT,intj,0HLfVNzaJlsnAYHyE3NqAm,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INTJ,NT,INTJ playlist,1Au7JuHIPWL131WBSHEiak,50,0.5895,0.1374580084303299,0.60858,0.2160724642242004,-8.45402,4.0454562240637735,0.68,0.4712120714991611,0.055752,0.0469374496494199,0.2938879199999999,0.3252439575487185,0.169048,0.1019617920435625,0.453862,0.2892862440136243,122.43892,24.18208165347868,0.2637978385999999,0.3714173956830189,3.0,7.0,0.0,2.0,1.0,2.0,2.0,1.0,5.0,2.0,0.0,4.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,0.0,2.0
INTJ,NT,Intj,2wNY6SA5AE3kzWtsobWfJA,30,0.5933333333333334,0.1831502743336895,0.5231133333333333,0.2616504627239901,-10.397899999999998,7.066527252013415,0.3666666666666666,0.4901325178535608,0.07344,0.0676777689776569,0.4014836133333334,0.3704454156877894,0.17967,0.1163906091424549,0.44672,0.2681385866584151,117.32213333333334,31.876740427111912,0.2129914743333333,0.3130988678508429,2.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,4.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0
INTJ,NT,INTJ's scheme,1ZOAvj0VCBZG4fwSTk3eWF,18,0.5594444444444444,0.1689964225943058,0.4173333333333333,0.2058703189760343,-10.122,3.8687571951847946,0.6111111111111112,0.5016313257045503,0.07575,0.0491919679000784,0.4710888888888889,0.3449109311945858,0.1655166666666666,0.1311219201399082,0.3475166666666667,0.2756565536827218,101.9768888888889,27.625947666234296,0.0289529166666666,0.092639923130024,0.0,0.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
INTJ,NT,Intj energy ⚡,0qLxnVOvNsSkPv7nPJjlUI,50,0.55104,0.1918175110646064,0.63558,0.2199336718194829,-7.1605,2.9744888585079208,0.66,0.4785181206984067,0.08849,0.1039367709087538,0.2668824319999999,0.2831017753971835,0.189278,0.1564365102877854,0.349452,0.1677184804050757,123.39188,33.02150546676255,0.0723213176,0.1735353737230885,1.0,8.0,1.0,1.0,1.0,4.0,3.0,0.0,4.0,1.0,1.0,5.0,0.0,2.0,1.0,1.0,2.0,2.0,6.0,1.0,0.0,4.0,0.0,1.0
INTJ,NT,»ME INTJ.«,5kGz1tIAIJ587aj3k55w8A,50,0.6149591836734694,0.1270857583129848,0.6616122448979592,0.1940611819683132,-6.884816326530612,2.324895962488334,0.5918367346938775,0.4965869908241478,0.0994061224489795,0.0940488601033244,0.2016540612244898,0.2414585556118972,0.1864775510204081,0.1401586025206595,0.4477897959183674,0.2274802081545575,116.75430612244898,25.871564570009483,0.1614666602040816,0.285999309051629,3.0,4.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,5.0,2.0,5.0,4.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,0.0,1.0
INTJ,NT,INTJ,33nSlS5MMT9cVy9QqtAJ4L,50,0.6322399999999999,0.1520573951788318,0.6446200000000001,0.1460642701703882,-7.07534,2.1288187163163457,0.6,0.4948716593053935,0.218242,0.1519768149476513,0.30220378,0.2690426131154153,0.225574,0.1760990813521218,0.4257260000000001,0.2317995534587447,114.76462,33.54077651242939,0.0152804644,0.0491199964272129,0.0,3.0,4.0,4.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,4.0,2.0,1.0,0.0,3.0,3.0,1.0,2.0,9.0,2.0,1.0,1.0,0.0
INTJ,NT,INTJ,5o7ERwz3yWP0mYsa6iLNJe,16,0.5916250000000001,0.091399398247472,0.74575,0.1648698476576801,-7.7786875,3.20485164958276,0.5625,0.51234753829798,0.0992125,0.0610437425130537,0.190576875,0.1847819608698767,0.2070624999999999,0.1239335083825193,0.5231874999999999,0.2297172809491412,127.938,40.683653129973465,0.1878287625,0.3232936808115866,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0
INTJ,NT,capricorn + intj energy,21mSjFAiDWiGVXHRaMJhhL,50,0.65098,0.1301163513858238,0.6200800000000001,0.1733917164888184,-6.652520000000001,2.135962395908386,0.4,0.4948716593053936,0.080452,0.0621955843304336,0.30631352,0.2588195999058772,0.153994,0.1106992126329316,0.5189940000000001,0.2075220513584038,115.77066,31.88329311571264,0.0383553896,0.1806182547533003,4.0,4.0,5.0,1.0,0.0,2.0,0.0,4.0,2.0,2.0,4.0,0.0,0.0,3.0,5.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0
INTJ,NT,8w7 INTJ 🐍,5UiINknlMs6RUJMWdsWHMZ,50,0.5715199999999999,0.1642483485457312,0.6446600000000001,0.1745620303759657,-6.639219999999999,2.408671412007127,0.36,0.4848732213850611,0.111626,0.0923536786666633,0.16609336,0.2194823484839521,0.18156,0.1553695935897525,0.450318,0.2104759404447987,130.00832,33.235941436969,0.074542174,0.1764374785505484,2.0,3.0,3.0,2.0,0.0,5.0,0.0,2.0,4.0,2.0,1.0,0.0,1.0,2.0,6.0,2.0,4.0,1.0,5.0,1.0,1.0,1.0,0.0,2.0
INTJ,NT,HIGH IQ INTJ LIFTER PLAYLIST FOR MAKING GAINS ‼️‼️,1BzGQguVksEoO1TZmMnjlK,50,0.44262,0.1634249362732577,0.84994,0.150212829963736,-6.398820000000001,2.31191318149612,0.76,0.4314191105868999,0.05608,0.0356119562586981,0.1329134408,0.2412680110307112,0.22835,0.168414996726684,0.487306,0.2422176457701812,132.31326,27.87331365728056,0.3393326899999999,0.359929034839699,1.0,2.0,0.0,9.0,0.0,2.0,4.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,5.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,1.0
INTJ,NT,IntjSongVibe,0NJmWiqO4kuPDNJ2NsT3Ip,37,0.6016756756756756,0.1418448005654329,0.642108108108108,0.1854536156119463,-6.867999999999999,3.538845794260546,0.5405405405405406,0.5052279240652235,0.0748837837837837,0.0761082216084201,0.2577761351351351,0.2686345412364954,0.162927027027027,0.1131820844888856,0.4911621621621621,0.2269246709952584,128.2095135135135,29.889523599063587,0.1768198791891891,0.3238062355592485,1.0,3.0,0.0,1.0,0.0,2.0,0.0,2.0,3.0,3.0,0.0,0.0,1.0,2.0,2.0,1.0,5.0,4.0,2.0,3.0,1.0,0.0,0.0,1.0
INTJ,NT,dark academia / INTJ/ENTJ/ villains,3B49vVj4djxwdHzESkS4iz,41,0.2902487804878049,0.1145333469386781,0.2140951219512195,0.1394352877703838,-17.668780487804874,5.907453400206367,0.3658536585365853,0.4876524151983465,0.0411829268292682,0.0093066885206023,0.906658536585366,0.1327229463499242,0.1159365853658536,0.0412184349296377,0.1320463414634146,0.1269188561592819,108.45717073170734,37.19255406523087,0.7597251219512194,0.2978340711295633,2.0,1.0,0.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,3.0,2.0,2.0,0.0,3.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,2.0,6.0
INTJ,NT,— intj,3TNiWdZHHS8lZOuCvSKYB6,38,0.5708684210526315,0.156182874628332,0.6728421052631578,0.1880670562291315,-6.44621052631579,2.709904058917004,0.4736842105263157,0.5060094062400561,0.0919394736842105,0.0901991536469961,0.2207612894736842,0.2987483953816826,0.2146473684210526,0.1702994147628326,0.5102894736842105,0.2172850796353673,122.66744736842104,32.89536404016519,0.055914132368421,0.1946793902440583,2.0,2.0,1.0,0.0,1.0,4.0,4.0,2.0,2.0,0.0,0.0,3.0,2.0,3.0,3.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,2.0
INTJ,NT,intj self ,1KRzFt8FoOJSn3vEUz97JW,50,0.543,0.1156348933991317,0.6524599999999999,0.1280731949523635,-6.55044,1.9776746514375847,0.42,0.4985693819032897,0.0556179999999999,0.0373091370873688,0.12613596,0.1682542387480691,0.1762279999999999,0.103305795400187,0.37955,0.2101491785491867,119.747,25.51479928774431,0.0742337984,0.1956221247590432,3.0,2.0,1.0,2.0,2.0,4.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,5.0,0.0,4.0,4.0,3.0,2.0,3.0,1.0,0.0,2.0
