mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,Cminor_count,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,DMajor_count,D#_EbMajor_count,Eminor_count,Fminor_count,FMajor_count,F#/Gbminor_count,F#/GbMajor_count,Gminor_count,GMajor_count,G#/Abminor_count,G#/AbMajor_count,Aminor_count,AMajor_count,A#/Bbminor_count,Bminor_count,BMajor_count,Dminor_count,EMajor_count,A#/BbMajor_count,D#_Ebminor_count
ESFP,SP,esfp,31f4IrUA3elrKijYu1FrP5,20,0.5765499999999999,0.1208075786225002,0.5246999999999999,0.177412127989872,-8.192499999999999,2.3589902723968907,1.0,0.0,0.03581,0.0098816629753242,0.310425,0.2748773312531284,0.14728,0.0817258034366651,0.47147,0.2129929010430555,113.16625,28.91502744408356,0.0414855725,0.1795523224172303,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0
ESFP,SP,my esfp🧌,27n1wi2vWc9sWS0ZS1xjdQ,50,0.6494800000000001,0.1443366586159183,0.6561199999999999,0.1934108073716752,-5.7062,2.42320086847533,0.62,0.4903143514780144,0.074598,0.0755699472984722,0.2802776059999999,0.2710026451933155,0.1621319999999999,0.1170862728146756,0.57782,0.2167946164328941,113.94888,33.070213865776,0.0046831172,0.0177614798006064,0.0,7.0,2.0,2.0,2.0,1.0,5.0,0.0,2.0,2.0,4.0,3.0,5.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,2.0,4.0,1.0,0.0
ESFP,SP,ESFP playlist ( PDB ),1odSiklmnYsEI5mhY1YBMP,50,0.6760399999999999,0.1205475534926413,0.7808799999999999,0.1289482794592863,-4.50236,1.8006987618756245,0.54,0.5034574339058886,0.096996,0.0824848754472662,0.1242375365999999,0.1416011188705776,0.21338,0.1643101758186358,0.58682,0.1805070737491176,121.77988,27.005771995766885,0.0021869268,0.0100666336483128,2.0,4.0,5.0,5.0,0.0,1.0,4.0,1.0,2.0,1.0,5.0,3.0,4.0,2.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0
ESFP,SP,esfp vibes,7BjKIFTfotxqyvMMqc02Oy,50,0.5659000000000001,0.1287771766443487,0.6140000000000001,0.1738567320103139,-7.49794,3.036990773036725,0.62,0.4903143514780145,0.051958,0.0289063801304296,0.27361872,0.2857926218991695,0.1861439999999999,0.1112184817265144,0.4166500000000001,0.2221458789413214,129.67688,25.431265697265207,0.0768629876,0.2084762239893691,2.0,5.0,3.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,1.0,6.0,0.0,0.0,3.0,6.0,2.0,2.0,1.0,2.0,3.0,3.0,0.0
ESFP,SP,esfp - sir,62F3sQ9MNLMFQJMN1OejcR,14,0.5856428571428572,0.1486646236657205,0.6974999999999999,0.2015454711053486,-5.230785714285714,2.083116237333327,0.7857142857142857,0.42581531362632,0.0455714285714285,0.0177599561924021,0.2631750714285714,0.2759247122928963,0.2309214285714285,0.1516790446383994,0.5146428571428571,0.1768282987893828,131.86435714285713,32.641995099769964,8.357142857142856e-06,3.126956530375365e-05,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESFP,SP,esfp vibe,3uNz2IAbh8ZLTRkRNvuHXd,50,0.633,0.149319271689756,0.7401800000000001,0.1571139830615638,-5.462219999999999,2.367334213232863,0.54,0.5034574339058887,0.078868,0.0738999556488226,0.1170811366,0.1689392822627376,0.179626,0.1268507829969479,0.545178,0.2217756186246056,128.39762000000002,28.300774780545915,0.0196906934,0.1341326417076852,2.0,2.0,7.0,4.0,3.0,2.0,4.0,2.0,3.0,0.0,1.0,3.0,5.0,1.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
ESFP,SP,♡‌esfp-t𓂃,6PyQdnXWH1t7olY4fDzaVa,50,0.5321,0.1468614854833197,0.4690399999999999,0.2108440723784827,-8.635259999999999,2.8837197761479767,0.84,0.3703280399090204,0.060966,0.0738925519154091,0.496829,0.3223571651942001,0.152056,0.1054911335088385,0.362656,0.2093152364940771,118.5479,31.319277009828426,0.0582757906,0.1673479007734295,2.0,4.0,0.0,2.0,5.0,3.0,0.0,0.0,7.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0,2.0,0.0,2.0,2.0,1.0,6.0,4.0,0.0
ESFP,SP,esfp🧿,5bn8gMlCFABw8i6E4O6GdA,50,0.5383399999999999,0.1955709182921444,0.59896,0.2028586478817409,-8.04226,3.88006411587042,0.52,0.5046720495044485,0.065294,0.0590029242097891,0.355547,0.327602488380136,0.182056,0.1308406604716326,0.405288,0.2374058753463771,112.99464,22.95364221844204,0.099247361,0.2291088805006108,4.0,3.0,4.0,1.0,6.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0,2.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0
ESFP,SP,ESFP songs 🌞,517r8wu6bbWiTKjori2Wfr,25,0.60808,0.1186486128588671,0.7258399999999999,0.1913882789862883,-5.10508,2.382948085180763,0.88,0.3316624790355401,0.055,0.0326401210169325,0.20347628,0.2642971544858047,0.2309999999999999,0.1745264258882687,0.5966799999999999,0.2312254887910644,119.63604,27.510437020156544,7.68944e-05,0.0002625792809019,0.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,1.0,0.0
ESFP,SP,the esfp experience,3MlXcHyxieyp0AzllLpK4V,32,0.677875,0.1279099355519469,0.76484375,0.1418707065571757,-5.2875,2.735062244971944,0.4375,0.5040161287741853,0.1047937499999999,0.0628288660672013,0.13203875,0.1522609482602048,0.203971875,0.1597630165011047,0.6030625000000001,0.1986808004913181,117.14084375,27.747310731776626,0.000388885,0.0011758877797839,0.0,2.0,3.0,1.0,1.0,1.0,6.0,1.0,2.0,0.0,0.0,3.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
ESFP,SP,esfp mode,4aAork1DT5VdQLPaWFncXx,20,0.6479999999999999,0.1902153903784919,0.8077,0.1522913067291208,-4.8702,1.8351919618508865,0.45,0.5104177855340405,0.141515,0.1111496727982493,0.051952,0.079906560874107,0.23165,0.1492166192945149,0.61035,0.2123632129407688,128.43585000000002,32.19322545485062,0.0592282955,0.2125433064301674,0.0,0.0,1.0,3.0,1.0,2.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
ESFP,SP,ESFP ;,3rY20dY1p2nAUW4Ini66zy,26,0.5685769230769231,0.1111259368741332,0.6238461538461538,0.138544344469976,-6.847884615384616,1.8095714039942845,0.7692307692307693,0.4296689244236597,0.0503461538461538,0.035989756662353,0.164640923076923,0.1964554704022106,0.1450230769230769,0.1211632759797862,0.3875076923076923,0.1939799080793202,115.97196153846151,23.673376559300987,0.077521735,0.216093585653724,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0
ESFP,SP,ESFP vibes 🎉😁💃,1IhOJ2v86SGjaZThC7DFpP,50,0.6641400000000001,0.1092379933158489,0.78214,0.1005162206424659,-4.72594,1.6953040472590928,0.48,0.5046720495044485,0.075138,0.0500945224509809,0.091159592,0.1014001059891806,0.167172,0.1231010751789117,0.65594,0.1795814192015671,126.76700000000002,23.662464752499165,0.0193035018,0.0953096225331284,3.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,4.0,0.0,3.0,5.0,0.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0
ESFP,SP,𝐄𝐒𝐅𝐏 🐚✨️🌾,2w8UNlncNPNdPA6FPb9z29,50,0.66398,0.1272197985490353,0.6953,0.1323415880151335,-5.642,1.7106173250183867,0.52,0.5046720495044484,0.087674,0.0556010967811364,0.12089008,0.1916259686955922,0.170562,0.1093351202794903,0.5246199999999999,0.1955012281395736,119.64498000000002,24.73306858710188,0.0214121025999999,0.1083098874900841,2.0,7.0,1.0,5.0,3.0,1.0,4.0,2.0,1.0,2.0,0.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,0.0,1.0,2.0,0.0,1.0
ESFP,SP,ESFP survivor,3Ct64cmjaPRQ5N5Np1aO1a,37,0.5755405405405405,0.1321942162532492,0.4302891891891892,0.2082684269342274,-8.989756756756758,3.40472590188505,0.7837837837837838,0.4173417953838008,0.0752864864864865,0.0745424642668793,0.5242378378378378,0.3269460806304912,0.1646432432432432,0.0966616910803991,0.3907486486486486,0.2087887763341773,116.29524324324322,32.08146446540033,0.0267069613513513,0.1497869059237191,2.0,1.0,2.0,3.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,2.0,2.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
ESFP,SP,I AM ESFP 100% 🥳🌅🌞🌞 DXDXDR UBRINW9NW9VR8BD8NXXDDUWUWU😆,2hQguJc7YXW53NHsCzb8tF,13,0.7314166666666666,0.0718805300902866,0.8347500000000001,0.0986602296221274,-4.278416666666668,1.3751650782448783,0.3333333333333333,0.492365963917331,0.077125,0.0375503570979267,0.071735,0.1177063446579124,0.1516416666666666,0.1158097613905379,0.6581666666666668,0.1423349655715082,119.49658333333332,8.614161421312247,0.0339258891666666,0.0887275911651932,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0
ESFP,SP,ESFP & LIBRA,69aELJ1GOh16usYe3ogZHr,50,0.6371600000000001,0.1651521697819119,0.6990599999999999,0.1628881436659488,-6.34158,2.9743806427145643,0.56,0.5014265364224069,0.072556,0.066815020796836,0.24824082,0.2581109893339028,0.180396,0.1473000228050469,0.57416,0.2283526059694989,126.11362,33.182246244524265,0.0635415511999999,0.1781479364773102,3.0,4.0,1.0,1.0,4.0,1.0,2.0,3.0,2.0,1.0,0.0,2.0,7.0,1.0,3.0,3.0,2.0,1.0,2.0,0.0,2.0,0.0,4.0,1.0
ESFP,SP,an oddly specific esfp 7w6 mix,1OVRnMcCzjqwzLgYjNyvS6,50,0.6633200000000001,0.1238717967933634,0.733,0.1683482784501904,-5.122420000000001,2.5634689912264577,0.72,0.4535573676110727,0.089654,0.0653332906045952,0.18045141,0.2059946728165385,0.185156,0.1252987062167516,0.59188,0.2061104954303167,125.44841999999998,27.438083017535,0.068317512,0.2326583557664304,0.0,3.0,3.0,2.0,4.0,4.0,2.0,3.0,1.0,2.0,3.0,0.0,4.0,0.0,6.0,1.0,2.0,3.0,0.0,1.0,0.0,4.0,2.0,0.0
ESFP,SP,esfp,6rbdWmHFSD3LUULbSTvJrz,50,0.6928200000000001,0.1270152955597177,0.53394,0.1768037549236498,-9.090180000000002,3.4922089593720425,0.6,0.4948716593053935,0.097574,0.0947031340342988,0.5507408,0.2785423447956251,0.15495,0.1013639819498755,0.5,0.1941267206581035,128.44619999999998,35.01862810340945,0.0164310563999999,0.0669930133738855,3.0,6.0,2.0,2.0,4.0,3.0,2.0,1.0,4.0,1.0,0.0,3.0,2.0,2.0,5.0,4.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
ESFP,SP,esfp (ca's version),3HsWZlvrs5uvjlmWPhSIV7,46,0.5561521739130435,0.1170912213032223,0.6973260869565219,0.0981968667406509,-5.861282608695651,0.9468317852018906,0.5,0.5055250296034367,0.0730782608695652,0.0486749943242294,0.1074952826086956,0.1416521851261294,0.1443152173913043,0.0688143943837053,0.3462217391304348,0.1592411838313799,124.48963043478264,22.79029323818824,0.0277237389130434,0.1100212853598099,2.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,3.0,1.0,3.0,2.0,1.0
ESFP,SP,esfp-ing my way out.,3E6gnS6Xg41x7aoyl7DEpd,50,0.7310999999999999,0.1161523014961698,0.702282,0.1697023104120379,-5.570939999999999,2.579977024181828,0.56,0.5014265364224069,0.093116,0.0796162386266848,0.14392596,0.1963478822816486,0.161196,0.1512428280775586,0.58134,0.2263684561929591,118.54434,24.28968422057196,0.0235990876,0.1319899430617224,1.0,5.0,4.0,6.0,5.0,0.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0
ESFP,SP,esfp queer libra,4o4KCFqvTRu0aU7roXDALU,50,0.51874,0.1521500078802468,0.6626000000000001,0.1887139072127706,-6.8042,3.1862893715392007,0.5,0.5050762722761054,0.065628,0.0586805465800956,0.21123366,0.2958651169832687,0.192656,0.1750344807546822,0.3961079999999999,0.198783851272005,119.62673999999998,26.970330825731214,0.0139356839999999,0.053947224552553,2.0,4.0,4.0,4.0,3.0,0.0,2.0,0.0,1.0,4.0,1.0,0.0,2.0,2.0,4.0,3.0,1.0,1.0,6.0,1.0,0.0,2.0,2.0,1.0
ESFP,SP,ESFP,11KuM5yHsziNVx5kP6dFGS,39,0.5566410256410256,0.1368078728073727,0.6582102564102563,0.203550324560979,-8.29223076923077,5.203719962233183,0.6410256410256411,0.4859705149805896,0.0575871794871794,0.0524361324775557,0.2346114538461538,0.2887458346380637,0.1678871794871794,0.1109158219919554,0.4635384615384616,0.2128496932176178,121.0765641025641,32.09420810987132,0.2064101115384615,0.2965318365324789,1.0,3.0,0.0,3.0,2.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0
ESFP,SP,Una playlist de ESFP 💛,2XtBL4xdD57caDECtS6lOG,50,0.71998,0.1027947211381866,0.73236,0.1309905371251165,-5.31382,1.88520899821181,0.52,0.5046720495044484,0.0997659999999999,0.0821099029797681,0.132933268,0.1372820997366869,0.166026,0.1093670748685641,0.60854,0.2001909506813279,127.56297999999998,33.1385176349276,0.0086575886,0.0482336811685471,2.0,4.0,3.0,5.0,5.0,0.0,1.0,6.0,0.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,4.0,0.0,0.0,1.0,1.0
ESFP,SP,ESFP,12KhZkaBqWan69BSMPrGJC,12,0.662,0.1443310588385415,0.6686666666666666,0.1995359768578239,-6.283833333333334,2.654822261927198,0.5,0.5222329678670935,0.0954,0.0973150740448962,0.2769775,0.2458386050061373,0.2374666666666667,0.2419106684608008,0.6113333333333332,0.1737711835789359,117.18541666666664,24.20636771016455,0.0033402675,0.0067775285989901,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ESFP,SP,ESFP,3oflUtmn2cXqtcYKc95vqm,50,0.7057000000000001,0.0935770445424844,0.7551000000000001,0.114272722475842,-4.76046,1.1793942964634907,0.42,0.4985693819032897,0.084436,0.0538226898515592,0.08627392,0.1083876597945936,0.181664,0.1451790123135108,0.68902,0.1757023793875569,124.31848000000002,23.611597211263344,0.0008727854,0.0039330593682444,0.0,1.0,4.0,2.0,1.0,1.0,0.0,4.0,4.0,4.0,2.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,0.0,0.0,3.0
ESFP,SP,ESFP-T,5LmtLRNk85n6PAZ3EMsJQp,50,0.7098000000000002,0.1278423774395163,0.68274,0.1602388281310629,-5.98526,2.5515136508771112,0.66,0.4785181206984066,0.0902599999999999,0.0773163366848646,0.190281588,0.2060863166744811,0.202142,0.1604302227239783,0.625068,0.2080123293441609,122.84121999999998,25.79952406877116,0.0253847069999999,0.1269500858722713,3.0,3.0,1.0,5.0,4.0,0.0,0.0,0.0,4.0,3.0,2.0,1.0,5.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,4.0,2.0
ESFP,SP,ESFP songs (from Personality database),2OPY2zFkwaEDT6K6FroYHr,28,0.6648928571428571,0.1298415955966729,0.7780357142857143,0.1706370378237054,-5.500928571428572,3.022458748039067,0.5357142857142857,0.5078745001833699,0.1090785714285714,0.0975819441295663,0.0912615,0.1705203756017748,0.252,0.1442434490456762,0.6070714285714285,0.187781182461855,132.695,26.415676612362,0.0837568178571428,0.2347948277336873,0.0,1.0,0.0,1.0,5.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0
ESFP,SP,esfp person,25y3vEeSjpx4JdkJcZUknp,50,0.7123800000000001,0.1039573872668361,0.8179599999999998,0.1035902367159046,-4.02022,1.6658058451925155,0.56,0.5014265364224069,0.1001399999999999,0.0595690098858081,0.05604894,0.0792405007624128,0.189818,0.153503205696766,0.62126,0.1817179705376618,123.99112,26.24354948666005,0.0002619182,0.0011561888814402,3.0,3.0,1.0,4.0,3.0,0.0,1.0,2.0,0.0,1.0,2.0,3.0,4.0,1.0,3.0,3.0,5.0,3.0,2.0,1.0,2.0,3.0,0.0,0.0
ESFP,SP,Songs for ESFPs,0Cv5srYRoxp0Lr6H01cDWP,17,0.6783529411764706,0.0790521514385207,0.7723529411764706,0.1515008008132591,-5.438117647058824,2.2441962615364366,0.4705882352941176,0.5144957554275265,0.0692411764705882,0.0483821643121658,0.1039994117647058,0.1959225244028423,0.2574,0.22120958387918,0.6766470588235294,0.1592984389347831,122.71982352941176,20.608299757728965,0.0003854276470588,0.0013698027583357,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0
ESFP,SP,Esfp × infp,0VgwbvEjX3BjikaR7XyzVg,50,0.50622,0.1335918685659377,0.6073000000000001,0.2023476751352806,-7.887360000000001,3.516317727047859,0.78,0.4184519575964802,0.045358,0.0379848202226486,0.2276020106,0.3133630843843105,0.17113,0.1335092311262347,0.432818,0.216176937819227,114.6235,31.73342233854279,0.0956944721999999,0.2026340393494908,2.0,7.0,3.0,3.0,6.0,1.0,0.0,1.0,4.0,3.0,3.0,2.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0
ESFP,SP,Esfp,1biXdcFennrW2MieJs6pAU,21,0.7492857142857142,0.1014190035728723,0.6660952380952381,0.1484300861557065,-6.490523809523809,1.9551605718980631,0.4285714285714285,0.50709255283711,0.0769619047619047,0.0508144317708116,0.1551095238095238,0.1520303686595606,0.151247619047619,0.1496698487306231,0.551952380952381,0.2482040443245186,119.4644761904762,20.66559294726152,0.0024313138095238,0.009045632458513,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
