mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,CMajor_count,DMajor_count,D#_Ebminor_count,D#_EbMajor_count,EMajor_count,FMajor_count,F#/Gbminor_count,F#/GbMajor_count,GMajor_count,G#/AbMajor_count,Aminor_count,AMajor_count,BMajor_count,Cminor_count,C#/Dbminor_count,C#/DbMajor_count,Eminor_count,Fminor_count,Gminor_count,A#/Bbminor_count,A#/BbMajor_count,Bminor_count,Dminor_count,G#/Abminor_count
ISFJ,SJ,isfj kpop,3pcdEgtrlMFdZ2jC9GSqaj,43,0.684093023255814,0.0888368793950029,0.7920697674418605,0.1822344637507298,-3.482837209302326,1.995926410159698,0.7209302325581395,0.4538502687508104,0.0910697674418604,0.1311741218941698,0.2453162790697674,0.2160025087268692,0.2071511627906977,0.1683824676600339,0.6643720930232558,0.1844719649955636,123.17693023255816,26.19366354892084,0.000546178372093,0.0035214657053615,3.0,1.0,2.0,1.0,3.0,6.0,3.0,4.0,3.0,3.0,1.0,2.0,1.0,0.0,2.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
ISFJ,SJ,ISFJ-T 's ❕,1tag8Fjpt7MuOz3AmIYikt,40,0.4915999999999999,0.1335266803263466,0.62116,0.2499654302252459,-6.909999999999999,4.06244060153815,0.775,0.4229020617662604,0.049805,0.025768007892913,0.2975534,0.3423872069090259,0.1686049999999999,0.1041680076631631,0.3843649999999999,0.2525371143578803,130.20614999999998,32.46124175512415,0.004045895,0.0159309754175127,4.0,8.0,0.0,0.0,6.0,4.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0
ISFJ,SJ,isfj playlist,2Hk9VlaCAGq1QyKfXuGVXa,50,0.52696,0.1609948611171252,0.51442,0.232394289332345,-8.30418,3.73058832527164,0.74,0.4430874976934521,0.051408,0.0338459766999788,0.3890290700000001,0.3408999183118719,0.137046,0.0634395138888136,0.346216,0.1969225978263893,125.80906,33.53899755198781,0.0413203032,0.1406855355046531,5.0,3.0,0.0,0.0,1.0,1.0,1.0,5.0,4.0,4.0,1.0,5.0,4.0,2.0,4.0,5.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0
ISFJ,SJ,isfj 9w1,3ItBW9Ynynr1Hj14cdczWM,38,0.4260263157894737,0.1357168130439869,0.5405263157894736,0.2191671874289562,-8.74692105263158,3.345425585026547,0.6842105263157895,0.4710691208760756,0.0417078947368421,0.0333121549245669,0.4301251939473685,0.3543806935845545,0.1532605263157894,0.0941068384782113,0.3762368421052631,0.2178831318540169,122.87378947368424,31.58920364760112,0.2511100207894737,0.338402995490928,4.0,2.0,0.0,0.0,4.0,2.0,1.0,2.0,7.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0
ISFJ,SJ,POV: you are someone's safe place,6vOi7SuLJjbvpeXFOzrw8e,31,0.5348064516129033,0.1285847112101172,0.5456129032258065,0.2146876300456634,-7.461451612903226,2.724468741347686,0.7419354838709677,0.4448027229745693,0.0524419354838709,0.0475601147615208,0.3963387096774194,0.2706601604440758,0.1525709677419355,0.0882828982817864,0.3194870967741935,0.1753199033042844,119.49793548387098,26.122406546788504,0.0771437806451613,0.2225122890733848,3.0,4.0,0.0,0.0,0.0,6.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0
ISFJ,SJ,Sad ISFJ,76Fj3EcGk3I3ntpugzCchb,20,0.5098,0.1306234443372487,0.36445,0.1664108659787258,-9.1994,3.275854977189764,0.7,0.4701623459816271,0.05647,0.0907854445787892,0.6314500000000001,0.2567692953852379,0.118825,0.0280835946679495,0.30222,0.1606397066992499,107.53795,20.868058716045336,0.008132608,0.0247217634874027,2.0,2.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
ISFJ,SJ,ISFJ,7rmVHWOctXEZYKYvUdL3Rg,41,0.4658048780487805,0.1665272079139314,0.5566341463414635,0.1871106298553827,-7.283780487804877,2.488473282076735,0.7317073170731707,0.4485749794573054,0.0427146341463414,0.0187869577230536,0.3945794634146342,0.3372999382238379,0.1631951219512195,0.0947914446329929,0.381409756097561,0.2326045741219183,128.11256097560974,36.8856377537713,0.0433686024390244,0.165625351772288,4.0,5.0,0.0,3.0,1.0,1.0,2.0,1.0,4.0,2.0,0.0,5.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,0.0,2.0,1.0
ISFJ,SJ,gory murder,1bgVyoipM4NC3QGWlarcuO,50,0.6135200000000001,0.1401717954686246,0.73066,0.1766001606304305,-5.73298,2.521511058869265,0.7,0.4629100498862757,0.135516,0.1228630303572699,0.16347852,0.223999914035993,0.209994,0.1737008305526887,0.5459919999999999,0.2531892958371871,117.72052,28.416300351792195,0.0671231458,0.214847009566182,2.0,1.0,0.0,3.0,2.0,2.0,0.0,3.0,5.0,5.0,4.0,1.0,3.0,1.0,1.0,8.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,2.0
ISFJ,SJ,ISFJ/INFJ songs,4dUNPEkroV6BZ4wJidhRvG,31,0.5280645161290324,0.1085028219245536,0.6135483870967743,0.1936176367155426,-7.207354838709676,3.4806582667496206,0.7096774193548387,0.4614143753790638,0.0631193548387096,0.0665759437001826,0.3268387741935483,0.2927265107842369,0.1785645161290322,0.1339890009127294,0.4135451612903225,0.2161810504164039,125.92735483870968,34.0428436087512,0.0533690748387096,0.1713303674874899,4.0,1.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,6.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,1.0
ISFJ,SJ,isfj (taylor's version),4sWh995Rexp0femMz4Lxi9,36,0.5545555555555555,0.1160764389638986,0.5046388888888889,0.1640487998437011,-8.491388888888887,2.728661590050308,1.0,0.0,0.0383833333333333,0.0153224112238996,0.4656988888888888,0.3531606898750424,0.1430888888888889,0.0655308772489417,0.3493944444444444,0.1574850595080497,116.64399999999998,33.68713241750158,0.0041401211111111,0.0238101148378754,8.0,4.0,0.0,0.0,2.0,4.0,0.0,1.0,9.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ISFJ,SJ,dreamy isfj,0MuSC7QgXysMcPX5969be1,50,0.6086,0.1298636647741446,0.435766,0.133909484521814,-8.70392,3.060011743608251,0.66,0.4785181206984066,0.119756,0.1000278107450572,0.457236,0.2521794928949114,0.152628,0.1174481736159157,0.3765119999999999,0.1588358318696203,110.68360000000004,32.02267204749198,0.004760619,0.0190789307205819,3.0,1.0,1.0,0.0,3.0,2.0,2.0,10.0,3.0,1.0,2.0,4.0,1.0,0.0,3.0,2.0,3.0,0.0,2.0,0.0,3.0,2.0,0.0,2.0
ISFJ,SJ,fav songs de una isfj,59SmeXNmUmc333VqXKk8VI,16,0.52125,0.1991604043645891,0.58434375,0.2281342235578286,-7.6849375,5.23843651571408,0.6875,0.478713553878169,0.07523125,0.071957558961284,0.3557146875,0.2987723899306893,0.18561875,0.1260922055151176,0.40706875,0.2458327038692506,124.04925,40.78212375130392,0.15214814375,0.3258394870531582,3.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
ISFJ,SJ,isfj,47cH10aEz8AH44e1MZuwYm,30,0.6935666666666667,0.1028144238282082,0.7340999999999998,0.1510093283257008,-4.552300000000001,1.8955276428550405,0.6333333333333333,0.4901325178535609,0.08181,0.0591239513284561,0.1571885333333333,0.1516881606262944,0.2084833333333333,0.1309620926552553,0.6041333333333333,0.1860598222918219,121.4426,23.420477742705245,2.379e-06,7.604022687662282e-06,4.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
ISFJ,SJ,isfj,47cH10aEz8AH44e1MZuwYm,30,0.6935666666666667,0.1028144238282082,0.7340999999999998,0.1510093283257008,-4.552300000000001,1.8955276428550405,0.6333333333333333,0.4901325178535609,0.08181,0.0591239513284561,0.1571885333333333,0.1516881606262944,0.2084833333333333,0.1309620926552553,0.6041333333333333,0.1860598222918219,121.4426,23.420477742705245,2.379e-06,7.604022687662282e-06,4.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
ISFJ,SJ,ISFJ (kpop)👩‍⚕️,5tDvws4CwkIqI9dtBcUQaq,50,0.62532,0.1323579623750744,0.69988,0.1544595105785437,-5.18742,2.0270653371868628,0.72,0.4535573676110726,0.10055,0.0870026254588601,0.2273933,0.2301830221027101,0.155338,0.0942093714520363,0.520518,0.211909163914684,123.84163999999998,33.03396157683167,3.60194e-05,0.0001479748785547,7.0,3.0,0.0,0.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,0.0,2.0,0.0,1.0,0.0,3.0,4.0,2.0,1.0,0.0
ISFJ,SJ,ISFJ's,42KiUQPbTDVO7Q4WxMo26K,24,0.4877916666666667,0.1446744408683846,0.4004166666666667,0.2241821690668913,-9.328833333333334,2.923122179342204,0.9166666666666666,0.2823298512866399,0.0522458333333333,0.0466885888597004,0.5930285000000001,0.3584787300198,0.1313708333333333,0.06502054845212,0.3717916666666667,0.2038835940617494,121.14775000000002,33.14606965781719,0.0064838,0.0312104391945422,3.0,3.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISFJ,SJ,Isfj - 2w1 - ☁️,1BMtjmZlQ4BgurzfztEWFy,50,0.5674199999999999,0.1332553310952553,0.56166,0.224121469433931,-7.611139999999999,3.950142327634718,0.7,0.4629100498862756,0.05748,0.0544414495450977,0.3960442,0.3106981008270089,0.152334,0.100826629560704,0.421268,0.2244673245072176,114.88996000000002,25.13363428893236,0.0376807715999999,0.1656802679835372,5.0,5.0,0.0,3.0,4.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0
ISFJ,SJ,davienanana,7hIVuWZqNHHsGbC5qFz2o6,50,0.5638399999999999,0.1264651859813843,0.5071619999999999,0.2369210622781782,-7.87458,3.3242727612860787,0.82,0.3880879344916035,0.04108,0.0195792163858953,0.45021588,0.345825758583927,0.143994,0.0839698911296574,0.43227,0.2224107931696826,118.77712,27.6944315287314,0.0071260945999999,0.0351038849904991,6.0,5.0,1.0,2.0,4.0,0.0,3.0,3.0,5.0,4.0,1.0,4.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
ISFJ,SJ,isfj-1w2,4flET40E6OZCA1iYkgM2QN,14,0.7209285714285713,0.0793313055732479,0.5541428571428572,0.2006442918902301,-9.3685,3.945912739297949,0.4285714285714285,0.5135525910130955,0.0999357142857143,0.1045457691977195,0.4288357142857142,0.359882665936772,0.1244285714285714,0.0500401135793371,0.6353571428571428,0.1586261241181516,111.44542857142856,27.445510914185206,0.2722370714285714,0.3215351260428811,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0
ISFJ,SJ,isfj-T,0ZRvNfoKTJQJNhotmwYjzN,30,0.5292666666666667,0.1422765479337829,0.4298299999999999,0.2623768810121333,-10.931833333333334,6.291918944626284,0.8333333333333334,0.3790490217894516,0.05858,0.0401402489554673,0.5039453333333334,0.3712025356606815,0.1409233333333333,0.0753314317479457,0.3332566666666666,0.2518643431846122,115.41233333333334,29.132577808136485,0.061358984,0.2038730312472941,3.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,5.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
ISFJ,SJ,#mood,361Ou0FaWGWAiPYuKMSkgn,8,0.6265000000000001,0.1385372564639975,0.6276250000000001,0.1732454390246887,-5.52275,1.6083136465609826,0.625,0.5175491695067657,0.0552249999999999,0.0306965679794058,0.138375,0.2418951470014583,0.1735875,0.1009022927319861,0.3722499999999999,0.2322767745600063,125.311,26.57257968013537,1.78875e-05,2.68767258582057e-05,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISFJ,SJ,isfj songs ,5NqJiH7Pav7uviULVQa830,38,0.5191052631578948,0.1313069005563403,0.561,0.2136941487013371,-8.272605263157896,3.63951020271234,0.7105263157894737,0.45960586739381,0.05225,0.0436956596892148,0.3809694710526316,0.3537861242589162,0.1471052631578947,0.0968394127586613,0.4143657894736842,0.2371898045713667,132.03644736842102,32.806664626712475,0.0879443497368421,0.2239925744437242,3.0,4.0,1.0,4.0,1.0,0.0,3.0,4.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0
ISFJ,SJ,ISFJ,2BEVnyDOvrpL1l4KeBb4ZX,18,0.4783333333333334,0.1317319024293168,0.6109444444444444,0.2080368949806803,-6.5537777777777775,2.4067453384566897,0.7777777777777778,0.4277926319464986,0.0525277777777777,0.0313243150351017,0.2924011111111111,0.3174095195371595,0.1795944444444444,0.1241393404593129,0.3649999999999999,0.2124935985194959,131.5497222222222,38.90772010918619,0.0438830022222222,0.1329167991921867,1.0,3.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISFJ,SJ,I tested positive ISFJ,3ZEdXxncphF02aktKbqRuH,10,0.5941000000000001,0.0916326603588722,0.6716,0.0837220268374922,-6.2922,1.6022454243966495,0.5,0.5270462766947299,0.0978199999999999,0.0652297614419812,0.35883,0.2524155306456223,0.24956,0.1676428160637305,0.40316,0.2302164932792127,128.1348,41.641864457671815,0.023302567,0.0733294876981889,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
ISFJ,SJ,ISFJ,17Wq8AS9N84eS6uZqxOQb0,15,0.5642666666666667,0.1381766295448726,0.5802,0.2042327803547426,-7.172666666666667,3.57057097608185,0.6,0.50709255283711,0.0578866666666666,0.0376492812806882,0.3919533333333332,0.3322537173105316,0.15316,0.0991921425459554,0.378,0.2239987244861643,135.18466666666666,33.67980049496957,0.052781656,0.2028399258703308,3.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISFJ,SJ,ISFJ,0fc0RmFWZTvgqdx6gb780x,50,0.53626,0.123099397369171,0.5316059999999999,0.2502464453946411,-9.49696,5.277771827936019,0.74,0.4430874976934521,0.048182,0.0250431602133075,0.3957976199999999,0.3527488810562614,0.2027579999999999,0.1559486952396164,0.407638,0.217699553204195,128.78370000000004,34.21009459582218,0.1104766364,0.2173198315360552,5.0,6.0,0.0,1.0,4.0,3.0,3.0,1.0,0.0,2.0,2.0,7.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0
ISFJ,SJ,모찌’s,7Eje4Tb7lYLkQsJFhrSLgY,36,0.6747777777777779,0.1322422260445064,0.6264444444444444,0.167333105672393,-5.864583333333333,2.3391813632123526,0.6388888888888888,0.4871361075732194,0.0665333333333333,0.0464511171632533,0.3239080555555556,0.2534352614864051,0.1835,0.1526430776119806,0.5835277777777779,0.1650886317988199,120.1875,27.54407000686096,9.135166666666668e-05,0.000301819213338,6.0,3.0,0.0,1.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0
ISFJ,SJ,isfj thoughts,20suCcr9d619MfhBQNFt70,50,0.57158,0.1432281026466353,0.58708,0.1682786610212419,-5.5746400000000005,1.7378376989106614,0.78,0.4184519575964803,0.055892,0.0426041525234911,0.4221199999999999,0.2304266353651727,0.1483519999999999,0.0691321752079275,0.4272999999999999,0.1572184558413638,122.19608000000002,33.24194436824093,1.0488e-06,3.1585947792636898e-06,5.0,4.0,0.0,4.0,2.0,4.0,2.0,1.0,5.0,3.0,0.0,0.0,2.0,0.0,2.0,7.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0
ISFJ,SJ,i isfj,16Ie78w3i1zT6mTqki7wqt,50,0.5456799999999999,0.1497670899246219,0.556444,0.2351986890495188,-8.798620000000001,4.795298692107783,0.64,0.484873221385061,0.0426359999999999,0.0246982835064152,0.3272976679999999,0.3471831193814316,0.167612,0.1098500919899664,0.41712,0.2337367610569372,117.0564,32.54928446625679,0.187139308,0.3135629149089805,9.0,1.0,0.0,3.0,0.0,3.0,1.0,3.0,2.0,2.0,5.0,4.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0,2.0,0.0,2.0
ISFJ,SJ,Being an ISFJ type 2,44QKTBAPO5242wZ4iSEHOL,15,0.4665333333333333,0.1703038740716415,0.3294,0.1860651959471656,-11.149266666666666,4.565287199018679,0.9333333333333332,0.2581988897471611,0.0408266666666666,0.0221067690559981,0.67642,0.3002226369118186,0.1108866666666666,0.0171894846040357,0.30634,0.1756054172610531,112.44353333333336,28.0702541335808,0.0042951546666666,0.0104653468981244,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0
ISFJ,SJ,POV: An ISFJ's playlist :D ✌🏻,1TsUZYulXODWjXDdam6zN4,50,0.6541,0.1436188621004233,0.65268,0.1278009357699444,-6.316559999999999,2.360705490884849,0.78,0.4184519575964802,0.0794019999999999,0.0540673898850276,0.271932834,0.2246442961907717,0.179758,0.1354405812788134,0.51534,0.206618904838678,115.35233999999998,30.22093627624156,0.0048092566,0.0258353277163523,5.0,4.0,0.0,2.0,1.0,0.0,1.0,5.0,5.0,2.0,0.0,2.0,5.0,1.0,1.0,7.0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0
ISFJ,SJ,isfj,7lwoTLbxLjw71SeXM0TEiE,50,0.546,0.148391236883023,0.4209379999999999,0.237284470530842,-10.61338,5.390548992866107,0.86,0.3505098327538654,0.0491639999999999,0.0319141434962939,0.5332016,0.3468561720824259,0.1609939999999999,0.1237728835325378,0.352548,0.2461072971909046,116.32922,25.85347642931651,0.0469958289999999,0.1625264689879748,8.0,4.0,0.0,3.0,4.0,3.0,3.0,4.0,6.0,0.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0
ISFJ,SJ,isfj type beat,4tHuQurdMC4IjOpwPLnUdq,31,0.5469354838709678,0.121937398005116,0.3582903225806451,0.2081338020838818,-11.47374193548387,4.6519312761313945,0.7741935483870968,0.4250237185032414,0.0535870967741935,0.0627919832565457,0.5838403225806451,0.3413743263777938,0.1539806451612903,0.0992231001980044,0.3350677419354839,0.1687117924886437,119.3124516129032,27.733001558719064,0.0824934609677419,0.2473766608053091,4.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
ISFJ,SJ,isfj,77ZFhfY2MRPEYS1schR52e,50,0.534,0.1410719891489766,0.4129479999999999,0.1826847694689361,-10.677020000000002,3.486146223179366,0.94,0.2398979374820952,0.043902,0.0289711572965603,0.5734077999999999,0.3050093359246298,0.1278,0.0656281516250022,0.3128479999999999,0.1690624449783002,123.3248,32.23044986420419,0.0517147599999999,0.1276720251674061,6.0,5.0,0.0,0.0,3.0,4.0,0.0,3.0,5.0,2.0,0.0,6.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,7.0,1.0,0.0,0.0
ISFJ,SJ,im now an isfj,5D0MzDLjKRdBAnc5grSuUL,18,0.5150555555555556,0.1119676803274431,0.5059444444444445,0.1897315354798868,-8.282944444444444,2.145759771440416,0.8333333333333334,0.3834824944236851,0.0524388888888888,0.0274497860034279,0.441551,0.3572570512098767,0.1464833333333333,0.0894224162579594,0.2850777777777777,0.1467628441339995,118.41527777777776,35.15131019197461,0.0004427611111111,0.0015563607294465,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0
ISFJ,SJ,Isfj​ for​ me,4uNhiv8sDXcr1i8dMr6jFX,19,0.5713157894736841,0.1145852679262521,0.4738947368421052,0.1687591626275748,-6.028578947368422,1.7351269987393965,0.8947368421052632,0.3153017676423058,0.0362052631578947,0.0078113502662763,0.5468105263157895,0.2707158696960028,0.1468684210526315,0.0766143956057547,0.3602631578947369,0.1485563275533571,117.12205263157894,27.40557659689333,1.6236842105263157e-06,4.171396263078554e-06,1.0,3.0,0.0,1.0,2.0,4.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISFJ,SJ,virgo isfj 1w2,1gwedHKKvL603vydzve5GC,45,0.6125333333333333,0.1444126977544816,0.5650444444444443,0.2156308878569575,-7.0704,2.373242070938556,0.8222222222222222,0.3866457674602808,0.0817755555555555,0.0768919021494566,0.3280168888888888,0.3101566458686072,0.1602244444444444,0.1122254714151089,0.4360155555555556,0.2463187365585451,122.8040444444444,30.035585769940205,0.02478492,0.1048670577908147,8.0,7.0,1.0,0.0,4.0,4.0,1.0,3.0,3.0,2.0,0.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
ISFJ,SJ,isfj,7raE8jEBn9urVOXp92JGxE,26,0.5333076923076923,0.1274845148967573,0.5544615384615386,0.1621720643684924,-8.102846153846153,3.320859547675062,0.8076923076923077,0.4019184762342501,0.0527576923076923,0.0304817738732761,0.4718346153846153,0.307459586862804,0.1644615384615385,0.1225890372812286,0.3523461538461538,0.1597267522508843,118.66246153846151,31.92765665341667,0.025241018076923,0.1020790647289262,2.0,2.0,0.0,0.0,2.0,3.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0
ISFJ,SJ,På en hytte i Isfjorden ,2zSg4jEWfuItXv2FPr69B3,50,0.5436,0.1407675751161524,0.463678,0.2120449714430543,-9.26832,2.649976014061645,0.7,0.4629100498862757,0.03522,0.0128026782912237,0.512038668,0.3093282120177514,0.163774,0.1326286542284471,0.3792879999999999,0.185914296296296,117.71974,27.812892513211,0.0405245725999999,0.1028742249572045,1.0,6.0,0.0,1.0,3.0,4.0,0.0,3.0,3.0,2.0,2.0,5.0,3.0,4.0,1.0,1.0,1.0,0.0,4.0,0.0,3.0,1.0,2.0,0.0
ISFJ,SJ,➪𝙸𝚜𝚏𝚓,0x44rDn4BPwTBWvsMGvsHe,30,0.5928,0.1454508804397197,0.6016666666666667,0.1925855534620882,-7.710999999999999,2.6671765259707985,0.6333333333333333,0.4901325178535609,0.0456833333333333,0.0226562632481134,0.3386336666666666,0.3099542401207807,0.1657933333333333,0.0880586792343931,0.5389333333333333,0.2117962477824209,128.26403333333334,29.918314791518053,0.018882742,0.0518922377694968,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,3.0
ISFJ,SJ,AK-47,22qdjnPp0DOyNNGOQfvBMO,50,0.5614399999999999,0.1405701451741646,0.5701799999999999,0.2067308898455345,-7.65202,3.4503253705784243,0.6,0.4948716593053935,0.071094,0.0907698444261245,0.307019846,0.3320106329100081,0.172396,0.1314294766428454,0.386322,0.2348215164931937,118.67306,30.137915247165093,0.129735848,0.2734709976905715,5.0,5.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,3.0,2.0,0.0,2.0,3.0,3.0,1.0
ISFJ,SJ,isfj,71Xs6ebITCWJpialxF2CAC,50,0.5589,0.1059472818462665,0.51698,0.1738754527275902,-7.177839999999999,2.1474986432724807,0.8,0.4040610178208844,0.060294,0.0546445075754486,0.363024,0.3066787314278643,0.123756,0.0578092011601571,0.300564,0.1331790597010548,118.68698,27.08661632501128,0.0028587834,0.0145278686740336,5.0,3.0,0.0,4.0,2.0,6.0,1.0,3.0,5.0,3.0,0.0,4.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0
ISFJ,SJ,if maddy was a playlist...,51GfbgIMkUKZ1m2CfTvYi1,50,0.51826,0.1627642354036372,0.2461959999999999,0.1380693983443966,-14.402259999999998,4.115073014007436,0.84,0.3703280399090203,0.05657,0.0790161937678032,0.853046,0.2223521193595272,0.1661639999999999,0.1274797699196837,0.330446,0.1972455066196253,116.71818000000005,28.31969134840596,0.2463396157999999,0.3550403309143731,7.0,8.0,0.0,4.0,2.0,5.0,0.0,1.0,6.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
ISFJ,SJ,Isfjorden J16,5UeZ50ScDfHi54dr4739Gx,20,0.76005,0.0987657915421497,0.7686499999999999,0.1332240988947412,-5.64475,1.905579808849457,0.55,0.5104177855340405,0.073175,0.0349793153163408,0.0938093,0.1243735755371906,0.238895,0.1976514062553991,0.6832,0.1180818627723558,125.92545,8.447953975122584,0.0009424199999999,0.0025186042664852,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0
ISFJ,SJ,"shine bright, starlight",1wtV3VkBq0gTnrvvRCQAAa,14,0.6227142857142857,0.2023760507917523,0.3467142857142858,0.2082503813170129,-11.76357142857143,4.786240369968988,0.9285714285714286,0.2672612419124243,0.0704,0.0798187851419605,0.6641071428571429,0.2846118935411079,0.1835214285714285,0.1677226060566004,0.4558428571428571,0.1910598163052435,113.94392857142856,39.86394800484477,0.0892862442857142,0.2449908699551225,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
