mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,Cminor_count,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,Dminor_count,DMajor_count,D#_Ebminor_count,D#_EbMajor_count,Eminor_count,Fminor_count,F#/Gbminor_count,F#/GbMajor_count,Gminor_count,GMajor_count,G#/Abminor_count,G#/AbMajor_count,Aminor_count,AMajor_count,A#/Bbminor_count,A#/BbMajor_count,Bminor_count,BMajor_count,EMajor_count,FMajor_count
ESTJ,SJ,Estj songs,5VmBxdRLgHwvGw0mu39cpU,50,0.67926,0.1289141163246101,0.6861400000000002,0.1644400529688802,-6.393719999999999,2.357450352583901,0.46,0.5034574339058886,0.108356,0.0872159884237671,0.1600792,0.1462906961880477,0.1938879999999999,0.1387060195271323,0.5260760000000001,0.2303485979013157,126.55476,24.239992877819382,0.0161472002,0.0553856190218532,4.0,4.0,1.0,6.0,0.0,2.0,0.0,0.0,2.0,6.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0
ESTJ,SJ,This Is Esterházy Ensemble,37i9dQZF1DZ06evO2q4CBQ,27,0.2588888888888889,0.116197886030464,0.0711492592592592,0.0553678728649028,-17.100296296296296,2.599336628609674,0.8888888888888888,0.3202563076101744,0.0385481481481481,0.0043238489237795,0.9654444444444444,0.0518372700294157,0.1146407407407407,0.0261198312407562,0.2206592592592592,0.1808182986384595,107.17192592592592,22.6832218135003,0.8201592592592591,0.1785720286892642,0.0,0.0,1.0,10.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
ESTJ,SJ,estjj,35PSjW019LwNf14xil1b4Z,50,0.71986,0.1288588865894053,0.71906,0.1025408649251206,-5.48568,1.557104946327495,0.4,0.4948716593053935,0.134582,0.09791017684905,0.2475962,0.1939851737011814,0.172842,0.1269803007219173,0.59554,0.1993891907495366,130.14448000000002,29.02089159605893,0.0166371734,0.1056090215238638,1.0,5.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,3.0,5.0,3.0,3.0,1.0,2.0,5.0,2.0,1.0,2.0,0.0,4.0,2.0,0.0,2.0
ESTJ,SJ,This Is Eastman,37i9dQZF1DZ06evO4syg8S,32,0.58225,0.2560423352091501,0.363212375,0.2466410956486328,-17.086937499999998,9.077305415643512,0.5625,0.5040161287741853,0.071559375,0.0532676495625567,0.3421475406249999,0.4073250224730954,0.167746875,0.150879270224467,0.2348593749999999,0.1935876193378262,120.94174999999998,24.665129532169694,0.79985625,0.2497744594726184,0.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,6.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0
ESTJ,SJ,estj,3ycrnz44b4vJM6Qn6QmacY,20,0.7070000000000001,0.0782559901860554,0.6534,0.1169297584922359,-6.461150000000001,1.5738407688802176,0.8,0.4103913408340616,0.045375,0.0250224083783442,0.3212345,0.2250914619128247,0.182845,0.1652391965574372,0.8343999999999999,0.1865127059309478,131.7316,23.016575012483138,0.0073936539999999,0.0237026491781682,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,3.0,2.0
ESTJ,SJ,This Is Jssst,37i9dQZF1DZ06evO26l0Po,50,0.7015999999999998,0.1164092008426152,0.7058800000000001,0.1776460181234075,-10.82102,3.2530564685149472,0.56,0.5014265364224069,0.0749919999999999,0.0610494107009951,0.2104323,0.2738595601526261,0.141786,0.1160810361034787,0.263004,0.2192258736033291,127.549,4.017163264528534,0.8456973999999999,0.1468920052117978,2.0,5.0,2.0,8.0,1.0,3.0,0.0,0.0,1.0,4.0,3.0,3.0,0.0,4.0,0.0,2.0,3.0,0.0,4.0,0.0,2.0,1.0,1.0,1.0
ESTJ,SJ,"hey, bitch! ✦ ESTJ.",2fmp7bkCOVZL92PjCfHaEh,50,0.6524800000000001,0.1190152176858754,0.6779,0.1599649515184051,-5.937379999999999,2.3119591028972355,0.38,0.4903143514780144,0.117876,0.0909626197278591,0.14883516,0.1926743848893892,0.19667,0.1571579372634355,0.4801339999999999,0.1994059131725117,127.57528000000002,30.58245289480321,0.0202757375999999,0.0562493764206365,3.0,1.0,3.0,4.0,2.0,3.0,0.0,1.0,5.0,3.0,1.0,2.0,0.0,4.0,0.0,0.0,3.0,0.0,7.0,1.0,4.0,1.0,1.0,1.0
ESTJ,SJ,waahc’estjujujul,0r3WACN3O4TcGGJiabijYx,50,0.79392,0.091660162045037,0.68548,0.1661056020139241,-6.36986,1.6142991403992872,0.16,0.3703280399090204,0.181562,0.1308745822596299,0.3663035999999999,0.2138519224361396,0.126408,0.0914334169251715,0.58136,0.2299083899189023,131.42824,24.15572409668363,0.0055919408,0.0352946307038448,2.0,2.0,2.0,2.0,4.0,1.0,2.0,0.0,3.0,6.0,3.0,0.0,1.0,1.0,4.0,0.0,4.0,0.0,8.0,1.0,3.0,0.0,0.0,1.0
ESTJ,SJ,ESTJ,6gWwEehfDK7vODcrDLiwcq,36,0.6993055555555556,0.1338928824406061,0.71675,0.1568841929577355,-6.09288888888889,2.5658577822494686,0.4722222222222222,0.5063093978480018,0.0859694444444444,0.0715196549186483,0.1217426222222222,0.1619106220587344,0.2257472222222222,0.2156481081843568,0.5510833333333333,0.2472880766578584,116.77933333333333,20.60459416038777,0.0419112302777777,0.1375407839394399,3.0,4.0,3.0,3.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,5.0,1.0,0.0,0.0
ESTJ,SJ,ESTJ📚📏👩‍🏫🎒,7dQARs5qRkdhyxTBRwAlIq,50,0.72742,0.1343899428331371,0.62456,0.1601021561633798,-6.48012,2.620250475953529,0.48,0.5046720495044484,0.1817059999999999,0.1115604154249881,0.2488969999999999,0.2036695100386598,0.185058,0.1470338751611273,0.5347419999999999,0.2432011967025471,105.88076,25.387216015200423,0.0020393734,0.0120240226142195,2.0,2.0,2.0,4.0,1.0,3.0,1.0,0.0,2.0,3.0,5.0,1.0,0.0,2.0,0.0,2.0,3.0,5.0,5.0,1.0,2.0,2.0,0.0,2.0
ESTJ,SJ,estj,1h3hGmDJsPmps0iLGazSNG,33,0.7163636363636363,0.1052077760261266,0.7274545454545454,0.1132191157968396,-5.571696969696969,1.799904363515748,0.5454545454545454,0.5056498968474316,0.0993878787878787,0.0841088831425364,0.0767637878787878,0.0922432291301635,0.1890454545454545,0.1437735200126162,0.5604848484848486,0.162252912379894,118.70481818181815,23.223924391743296,0.00020096,0.0007813035958255,1.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,5.0
ESTJ,SJ,estjim,0rWa73u0lXVfn3KfkcDDY6,33,0.5486666666666667,0.150025136782696,0.7864242424242424,0.2095935099041461,-7.109393939393939,3.13629724894056,0.8181818181818182,0.39167472590032,0.0989151515151515,0.0927020230402636,0.0868198124242424,0.2200557671506312,0.2007848484848484,0.1295821098792483,0.3010606060606061,0.1930719343589875,124.96800000000002,25.97895444273114,0.4704904236363637,0.3668356681749438,1.0,6.0,1.0,5.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0
ESTJ,SJ,ESTJ Anthem✨,11eXSFRXsREBI1QnW5Ud4l,22,0.6569090909090909,0.1326617284642944,0.7526818181818181,0.1318767051755744,-5.517499999999999,1.675590947638929,0.4545454545454545,0.5096471914376255,0.0732863636363636,0.0539196076664982,0.1563340681818181,0.2255473645100638,0.2022499999999999,0.1547483879445229,0.6065454545454546,0.2399271173607136,127.5244090909091,30.203954592323697,0.0005987436363636,0.0027031823444644,0.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0
ESTJ,SJ,ESTJ (PDB),45HBou8llEQJFBDF6OZHps,50,0.65538,0.1451106390001106,0.67984,0.2036638246458799,-6.525479999999999,3.714747934096949,0.5,0.5050762722761054,0.074088,0.0512927040203018,0.1879334999999999,0.242836243914915,0.2234599999999999,0.2052490165031496,0.528552,0.2218419158052942,124.32474000000002,24.67222486746204,0.0361702759999999,0.1471593752107074,1.0,3.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,0.0,0.0,3.0,1.0,1.0
ESTJ,SJ,ESTJ,3g5BuutZmR3IvlLTlprtTj,49,0.6691836734693878,0.1173143344234816,0.6961020408163265,0.1442009946940322,-5.484653061224489,1.8365062454633392,0.5102040816326531,0.5050762722761052,0.070704081632653,0.0404480528949564,0.1835496428571428,0.2357735292602928,0.1440816326530612,0.072870320528632,0.5373877551020408,0.2431955502887997,118.184,27.942988587628445,0.0016673614285714,0.0064631425520223,1.0,1.0,2.0,3.0,1.0,0.0,1.0,2.0,0.0,5.0,2.0,1.0,2.0,4.0,0.0,6.0,3.0,4.0,3.0,2.0,4.0,1.0,1.0,0.0
ESTJ,SJ,☾︎ estjf☽︎,56nOZ7Bn7xFfQYpBwKTp30,18,0.6616666666666666,0.0727291510452631,0.6657777777777778,0.0796799152163761,-6.301833333333334,1.1979407944714229,0.7777777777777778,0.4277926319464986,0.0759,0.0431687250625891,0.1139383333333333,0.179833899776498,0.1489166666666666,0.1182427724442137,0.5239388888888888,0.2151224470440549,134.23744444444444,31.36936985851424,0.0003643527777777,0.0013171853764653,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
ESTJ,SJ,ESTJ Playlist,73LpvL6xcXLE038WcInf2v,45,0.6345777777777778,0.1137344372748299,0.5906066666666666,0.1797416914251216,-6.799822222222223,3.36081882804615,0.5333333333333333,0.5045249791095131,0.0903777777777777,0.0938768194083194,0.2460704444444444,0.2750487376807935,0.1685333333333333,0.1356894700141734,0.4648422222222222,0.2148580149444246,121.87115555555556,24.07072430450389,0.0231175235555555,0.1018462588905995,4.0,5.0,0.0,0.0,1.0,6.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0
ESTJ,SJ,estj.mp3,33ywea7hGjPkhOrFFwnKLc,50,0.67946,0.131349698383004,0.6989399999999999,0.1333513710588132,-5.7194,1.4499637574640214,0.54,0.5034574339058886,0.103704,0.0719382216820481,0.13746094,0.163131998215344,0.168244,0.1040263176277218,0.4784219999999999,0.2044313919042727,128.01692,25.65872082869484,0.0138172888,0.0629471547004481,2.0,4.0,1.0,4.0,2.0,2.0,1.0,0.0,5.0,0.0,2.0,2.0,1.0,5.0,1.0,3.0,2.0,1.0,3.0,0.0,3.0,5.0,1.0,0.0
ESTJ,SJ,estj,3iVLCXwVRJNl2gSZwVJjDM,34,0.7852352941176469,0.0979282541404766,0.6443823529411765,0.1448746615455313,-5.779441176470589,1.7950351425812263,0.5294117647058824,0.5066403971048987,0.1378617647058823,0.0932305906836146,0.1742526470588235,0.1543459828831793,0.1894235294117647,0.1207472944896063,0.5583823529411766,0.1935790520074785,123.73932352941176,20.61091529545448,0.0003248035294117,0.001201065844608,0.0,2.0,3.0,4.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,4.0,0.0,3.0,2.0,0.0,5.0,0.0,0.0,0.0
ESTJ,SJ,enneagram 8; estj,4qUdpBYgC1DzCuLLKXNSj0,50,0.6186,0.1326151405767986,0.7365199999999998,0.1739701170679984,-5.944899999999999,2.2274501964243827,0.64,0.4848732213850611,0.0682099999999999,0.0439250254085624,0.14499562,0.2246958325322997,0.176246,0.149702689313703,0.555262,0.2108411326577624,120.85322000000002,28.35696604499753,0.006591116,0.02940585884186,0.0,3.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,3.0,0.0,3.0,3.0,4.0,0.0,1.0,6.0,2.0,6.0,1.0
ESTJ,SJ,Swing Estj,5PGJG9dyFtcO2a4pTFYmMQ,25,0.6637599999999999,0.1476855556015324,0.62092,0.170918820886798,-8.47232,3.1411707838532648,0.52,0.5099019513592786,0.076908,0.0498507265075779,0.3440908,0.3042390038264873,0.194732,0.1073962860934523,0.66604,0.2148866910722951,124.71716,30.89114978528101,0.1525156648,0.3126408561103483,0.0,0.0,0.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0
ESTJ,SJ,ESTJ-T,1F5u9n2PQEE4nUSwgoSl8X,50,0.68052,0.1277515509710555,0.54944,0.1443253354369204,-8.06218,2.848849776413531,0.48,0.5046720495044484,0.089116,0.0885149205916547,0.3909418,0.2650534302215386,0.157078,0.1054330821528276,0.5967600000000001,0.2005047263934755,107.44846,29.403473462875784,0.0519798218,0.1420414068633436,1.0,5.0,1.0,3.0,3.0,4.0,0.0,2.0,4.0,7.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,4.0,1.0,3.0,2.0
ESTJ,SJ,"estj, entj, intj, istj, istp",6Q4l73KN7JDLOebGK4jkBl,33,0.6289999999999999,0.1517524711495665,0.6782727272727272,0.1561506229428962,-6.378,3.067624070433012,0.6060606060606061,0.4961976634488731,0.0851030303030302,0.0798529722554539,0.1440793636363636,0.1776783337195721,0.2180818181818182,0.1594277078618735,0.5296666666666666,0.2350108596781575,126.56396969696968,27.510590579453268,0.0987346348484848,0.2314916487449115,1.0,4.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,0.0,0.0,0.0,2.0,3.0
ESTJ,SJ,Estj,3HoamV9gHgCghYgL3QhO4p,50,0.6736,0.1161917837553279,0.7121,0.1591868687539065,-5.413679999999999,1.9090496347018069,0.34,0.4785181206984065,0.100092,0.0894513956268533,0.13504396,0.1684422550929982,0.177084,0.1181853928610227,0.55816,0.2048899515469169,117.46414,24.823136958277207,0.0059288196,0.0280413812763859,1.0,3.0,2.0,3.0,1.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,3.0,2.0,1.0,4.0,5.0,2.0,8.0,0.0,6.0,1.0,0.0,1.0
ESTJ,SJ,a playlist for the ESTJ sagittarius sun girlies,0U9s95W4aCA8OHimoTwsJi,50,0.7302599999999999,0.1226978718442257,0.81232,0.0980891805804227,-3.41036,1.6100725773982352,0.62,0.4903143514780144,0.130254,0.0824562226708382,0.1092443999999999,0.1052179387235108,0.192232,0.1619781648676066,0.62688,0.149358716258707,123.198,29.91066028037768,0.0010960604,0.0056646435333552,0.0,5.0,1.0,4.0,2.0,5.0,1.0,0.0,5.0,1.0,2.0,0.0,0.0,7.0,1.0,3.0,0.0,5.0,3.0,0.0,3.0,2.0,0.0,0.0
ESTJ,SJ,estj,273K9wl6bzYn5cu4h76hGF,50,0.6919339999999998,0.1699705299906607,0.6865920000000001,0.2151438359302341,-6.539020000000001,3.795701717759719,0.68,0.4712120714991611,0.162992,0.1354661307772356,0.2540889488,0.3010494734993196,0.242278,0.184124568846912,0.621688,0.2159242352383477,119.1535,27.215379724729623,0.028276956,0.1211000337403784,2.0,9.0,1.0,4.0,1.0,2.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,5.0,1.0,4.0,0.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0
ESTJ,SJ,estj songs,5Ki2WPmj97Rw1uQqrOGcmJ,50,0.64968,0.1150881543222677,0.69526,0.2065120256418349,-6.02598,3.2691732118974293,0.54,0.5034574339058886,0.090172,0.06551968091921,0.13468592,0.1916568202088433,0.208486,0.1924729973215962,0.5547719999999999,0.2219245312428235,121.63084,26.655728142187453,0.0119787534,0.0329340960180613,1.0,4.0,2.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,4.0,5.0,5.0,0.0,2.0,2.0,0.0,0.0
ESTJ,SJ,estj + entj songs ,5HiXIiwZzfkLK5aQC8Ezd0,50,0.6157,0.129841543931872,0.6158,0.1805280237163714,-7.08822,2.491947302567916,0.56,0.5014265364224069,0.0947139999999999,0.0832463543603305,0.2571367999999999,0.2407429885086617,0.19305,0.1631227523889257,0.440894,0.2263366324476775,113.1446,27.215363072788016,0.0054459858,0.0295057376972336,2.0,6.0,0.0,3.0,2.0,3.0,0.0,0.0,5.0,1.0,2.0,2.0,0.0,5.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,0.0,2.0,2.0
ESTJ,SJ,estj moment,7uMN5uXzyrExE4LHqoZIvn,50,0.7640199999999999,0.1211813432801587,0.7510800000000001,0.128849039973299,-5.617380000000001,1.8077508959014936,0.62,0.4903143514780144,0.149414,0.1029310964496469,0.11737736,0.1364977496379889,0.179004,0.106544155759622,0.60445,0.2183832581700794,126.05778,19.33316036042842,0.0042613632,0.0135338407409014,2.0,3.0,1.0,4.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,4.0,1.0,4.0,0.0,3.0,6.0,1.0,2.0,4.0,0.0,3.0
ESTJ,SJ,KOREAN SONG 17 - estj ☕️♡ ⁺ 🕯 ༉‧,71cJgm6YtUIiqPYDw6xnAZ,50,0.7116800000000001,0.091158628281716,0.82058,0.090655006503125,-3.39984,1.722334810182778,0.44,0.5014265364224069,0.0838599999999999,0.0514860274288875,0.1042734,0.1042277528478585,0.220048,0.1698000519698966,0.64048,0.1564143163759217,124.55986,21.56635375122223,0.0003416232,0.0011780790822705,0.0,4.0,4.0,2.0,4.0,1.0,4.0,0.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0
ESTJ,SJ,estj,7xxAf0l4bqliEg3EQkcjBx,5,0.6082000000000001,0.121141239881388,0.6426000000000001,0.2082913824429613,-7.516800000000001,3.057957684468508,0.8,0.4472135954999579,0.09824,0.0709727623810712,0.36302,0.2837249583663728,0.211,0.132619832604328,0.5558,0.1484813119554107,130.5872,40.65137895816082,0.000745834,0.0016626140796288,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
ESTJ,SJ,ESTJ songs,4vZIQ9H9u0XORVSTPk04T4,50,0.65908,0.1348327520315748,0.6694,0.1944053203269616,-6.628280000000001,3.241684420048268,0.4,0.4948716593053935,0.0840559999999999,0.0591040699589654,0.1730557,0.2256677194128344,0.1942439999999999,0.1474171177167643,0.539252,0.2134979713520214,121.42106,28.53210464451065,0.0123757056,0.037347580977805,1.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,2.0,2.0,3.0,6.0,3.0,3.0,0.0,6.0,2.0,1.0,1.0
ESTJ,SJ,estj not pisces,7oMFjZW7lTkcBdGMYX6O3L,50,0.7247999999999999,0.1399109045946376,0.65978,0.1565157995545628,-5.849319999999999,1.5408310696848382,0.6,0.4948716593053935,0.248168,0.1737059260676515,0.1374669999999999,0.1838593342444607,0.235558,0.2096137021245685,0.5088520000000001,0.2196643397066886,130.24468000000002,29.017244709802675,0.0007487692,0.0032593462308553,2.0,1.0,3.0,9.0,1.0,4.0,1.0,0.0,3.0,1.0,2.0,3.0,1.0,3.0,0.0,2.0,2.0,2.0,3.0,0.0,1.0,3.0,1.0,2.0
ESTJ,SJ,estj test,2zFq7Cs5UjmYXb5eTHu423,50,0.63164,0.1242658046450496,0.6851400000000001,0.1491383428435573,-5.44826,1.4805748581588996,0.46,0.5034574339058886,0.0938539999999999,0.0878991309887158,0.17133978,0.1812620441340229,0.20095,0.1619624134401156,0.46338,0.2123824861144705,130.55926,26.87652733718645,0.0011413608,0.0039415618151893,4.0,4.0,1.0,3.0,1.0,4.0,1.0,1.0,4.0,4.0,3.0,0.0,1.0,2.0,2.0,7.0,1.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0
