mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,Cminor_count,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,DMajor_count,Eminor_count,EMajor_count,Fminor_count,FMajor_count,F#/Gbminor_count,F#/GbMajor_count,GMajor_count,G#/AbMajor_count,Aminor_count,AMajor_count,A#/Bbminor_count,A#/BbMajor_count,Bminor_count,BMajor_count,Dminor_count,D#_Ebminor_count,D#_EbMajor_count,Gminor_count,G#/Abminor_count
INTP,NT,INTP,5tR1m3k41lZEMfOUuk9M7K,13,0.58,0.1743301465610581,0.6683692307692308,0.2475934954201321,-9.650461538461538,5.72386826681899,0.6923076923076923,0.4803844614152613,0.067976923076923,0.0620169083643881,0.1675398769230769,0.266898233508948,0.1773076923076922,0.1591530524450099,0.4721538461538461,0.2751580897574598,117.69353846153844,36.072338339359575,0.3959759492307692,0.3906677859787821,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
INTP,NT,intp. ,27Ztb4FBzSLGG9D2Qgv9xv,32,0.525625,0.1281188334471984,0.469275,0.2094158557635053,-9.947781249999998,4.21562332845085,0.6875,0.4709290748598849,0.054015625,0.059114787786819,0.4347121875,0.3553374954270246,0.15696875,0.103786335844679,0.35595,0.2050048229173032,112.50125,31.30261369897244,0.06813854,0.2090273277780074,1.0,5.0,0.0,2.0,2.0,3.0,5.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
INTP,NT,INTP IN ME🤓🥴😐,0JpUxbnn8Kb4vHs6nAZWrC,35,0.5174285714285715,0.1159871406955214,0.6329714285714285,0.1882060019225313,-8.004942857142856,2.70551639023221,0.8285714285714286,0.3823852604310971,0.0488771428571428,0.029507706727269,0.2408112971428571,0.2971744746281051,0.1668542857142857,0.1239191110524668,0.3346457142857142,0.1842566932982628,128.61520000000002,33.3525454666639,0.2108311308571428,0.3182620665583035,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,4.0,3.0,4.0,1.0,4.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0
INTP,NT,INTP IN ME🤓🥴😐,0JpUxbnn8Kb4vHs6nAZWrC,35,0.5174285714285715,0.1159871406955214,0.6329714285714285,0.1882060019225313,-8.004942857142856,2.70551639023221,0.8285714285714286,0.3823852604310971,0.0488771428571428,0.029507706727269,0.2408112971428571,0.2971744746281051,0.1668542857142857,0.1239191110524668,0.3346457142857142,0.1842566932982628,128.61520000000002,33.3525454666639,0.2108311308571428,0.3182620665583035,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,4.0,3.0,4.0,1.0,4.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0
INTP,NT,intp × infj,6IZOA980uzsT4yBKJD7hIq,40,0.554575,0.1125036495134542,0.5875250000000001,0.1945120110324743,-6.906049999999999,2.7650919950384365,0.9,0.3038218101250999,0.0471725,0.0476251064336922,0.35957225,0.3189638878642445,0.15668,0.0876195248115688,0.4504749999999999,0.2077649050471007,129.986775,28.669407691097025,0.0060648912499999,0.0374559044518939,0.0,5.0,1.0,2.0,8.0,0.0,2.0,0.0,2.0,1.0,0.0,6.0,2.0,0.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,1.0,0.0
INTP,NT,My intp playlist,4a45t8xdt6Oej4529wOgEo,41,0.6200975609756099,0.1539044841578777,0.5812926829268292,0.1771448904008296,-7.5384878048780495,2.488814729162772,0.5121951219512195,0.5060608273474738,0.1019756097560975,0.0984428712007319,0.2488935365853658,0.2396047960726263,0.1505463414634146,0.0927985751441286,0.4535585365853659,0.226821990750026,125.5311463414634,27.231868438982456,0.0310013780487804,0.1036616961945296,0.0,2.0,1.0,2.0,1.0,0.0,2.0,5.0,4.0,0.0,1.0,3.0,3.0,4.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0
INTP,NT,INTP,5c5qpt1DtasSa9qepEwAtp,38,0.5682105263157894,0.1651900065517898,0.6432631578947369,0.1803586043790036,-7.153315789473687,2.6505990256693086,0.6578947368421053,0.4807829082199319,0.0785210526315789,0.0840297507093019,0.2265778263157894,0.276541499778576,0.1509973684210526,0.128070800703703,0.4611526315789474,0.2737424956264674,127.0408157894737,33.00414171458638,0.1175774842105263,0.2765349971470591,0.0,4.0,4.0,2.0,6.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0
INTP,NT,INTP,5C8L6u3Rb7DQZMMqBuEkTu,16,0.59575,0.1523296863166642,0.613125,0.1419403043536261,-7.633875,2.1678510980538617,0.4375,0.51234753829798,0.06368125,0.0280611051991898,0.1940387499999999,0.208240479634324,0.2441625,0.150073599166098,0.3639375,0.1559506198555598,124.7208125,24.832156722601308,0.078787866875,0.2343687329689835,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
INTP,NT,Lazy puppeteer villain • INTP,4p62RXMiV47W5yrUhg4fQw,37,0.6181351351351352,0.1654720792430221,0.6272432432432433,0.1896678976827956,-7.02608108108108,2.75414905570142,0.4864864864864865,0.5067117097095317,0.0943675675675675,0.0823142692303036,0.2496055405405405,0.2659432868153361,0.2378378378378377,0.2029872975655692,0.5305324324324324,0.2334632686479991,116.40718918918918,23.886421142376918,0.0337697921621621,0.1502276137291634,1.0,3.0,0.0,4.0,3.0,3.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,3.0,1.0,2.0
INTP,NT,INTP,50ya8pkUIfns2zDjZFYZ7r,50,0.5281199999999999,0.1280982785973013,0.624798,0.2311829900617205,-8.025540000000001,3.674240875142977,0.68,0.4712120714991611,0.062314,0.0559133185185345,0.257460688,0.3364555674604911,0.18034,0.1298233399348389,0.416118,0.2081083329442055,124.19804,32.102139046258365,0.1478002708,0.2958702099085866,2.0,4.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,5.0,1.0,6.0,4.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0
INTP,NT,𝓘𝓝𝑇𝓟-𝑇 ,1bcIvwAmf9kdwbr3VN4Hrv,50,0.6648000000000001,0.1403415658386382,0.7202800000000003,0.1516743342608411,-4.998959999999999,2.055096680381311,0.42,0.4985693819032897,0.105862,0.083671231956646,0.10902982,0.1276781728402473,0.189114,0.1460570422674592,0.46922,0.168126323983862,130.37988,28.56915027676403,0.0017777636,0.0112223757304062,0.0,2.0,2.0,5.0,2.0,9.0,1.0,1.0,0.0,3.0,0.0,4.0,6.0,5.0,0.0,2.0,1.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0
INTP,NT,INTP VIBES,0SNdEmHquRSH1vixEya6rM,50,0.57778,0.1228453964484279,0.6435000000000001,0.1488548464314227,-6.046339999999999,1.6374342623975684,0.36,0.4848732213850611,0.087784,0.0805191404802204,0.1929105,0.2576936986813046,0.153332,0.0794152672311046,0.3862699999999999,0.188844826970371,125.39332,24.086738781329448,0.0182365466,0.1265344601557602,1.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,4.0,0.0,3.0,2.0,1.0,2.0,1.0,4.0,4.0
INTP,NT,INTP,3qZonHy9CI9SNQjgX9ecUq,37,0.5115135135135135,0.1220463531299166,0.3452432432432432,0.1539981322768063,-12.55491891891892,3.069893722177604,0.8918918918918919,0.3148000938676784,0.0347378378378378,0.0069326262200053,0.7394054054054053,0.1974054569013086,0.1402513513513513,0.0968589484812885,0.3208567567567568,0.16958626867327,112.6195135135135,26.101310692527832,0.0916159524324324,0.2003609176766189,1.0,5.0,0.0,2.0,6.0,1.0,5.0,0.0,3.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0
INTP,NT,IntPop,3CsPZcts8qE7G6iIDLzHEN,50,0.67278,0.0896422117222069,0.80368,0.1136953394123155,-6.038900000000001,2.036700174802569,0.42,0.4985693819032897,0.054226,0.0302459834405448,0.1096917999999999,0.1169343262688898,0.202992,0.2024870102560877,0.6760199999999998,0.189385740686859,117.39364,19.577102518263835,0.0278044162,0.1167475494218441,3.0,1.0,4.0,3.0,0.0,1.0,1.0,1.0,4.0,4.0,3.0,2.0,2.0,7.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0
INTP,NT,INTP,0kKmMVt9BPipsuz7TmkMN9,23,0.5362608695652173,0.1442574143017532,0.7276956521739131,0.1674277143297719,-6.947565217391303,2.811832431094243,0.6956521739130435,0.4704719688969649,0.0449652173913043,0.0231829013929673,0.095395452173913,0.1469884506367542,0.1705782608695652,0.1192949932521049,0.5126521739130434,0.2145840815700015,131.1971304347826,30.749408458913845,0.2025146104347826,0.3478992333524171,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
INTP,NT,intp 6 w 5,65JmOI2AlPvKb5nIknRM19,39,0.5145128205128205,0.1420166542855694,0.6196153846153846,0.2363619676620691,-6.917307692307692,3.470508692835178,0.5897435897435898,0.4983102351129801,0.0487717948717948,0.0279342361978418,0.2716226923076923,0.3119376886048974,0.1821410256410256,0.1646221586382278,0.422028205128205,0.2421702847483867,124.27507692307697,34.77340543121137,0.0104126417948717,0.0566380853649169,0.0,4.0,2.0,0.0,5.0,2.0,0.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,4.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0
INTP,NT,INTP- a genius?,305FdwU1HhO9ubcU6Eu7Pu,50,0.547469387755102,0.1376726343602848,0.7142448979591837,0.1730288428042471,-6.419571428571428,3.1376645043195213,0.5102040816326531,0.5050762722761053,0.0888061224489795,0.0769980584391668,0.1209873346938775,0.1726839862472458,0.211269387755102,0.1634978238948988,0.4560102040816327,0.212127507100582,129.09916326530612,33.87561295653737,0.1236703844897959,0.2645784634645702,1.0,1.0,1.0,0.0,1.0,4.0,3.0,5.0,2.0,3.0,1.0,2.0,5.0,4.0,3.0,2.0,1.0,1.0,3.0,0.0,0.0,3.0,0.0,3.0
INTP,NT,INTP😬,7i5ghAvlZOZlGlMDXCTYsp,33,0.5383939393939394,0.1558859638072691,0.580969696969697,0.1904372411137861,-7.720696969696969,2.329211554969413,0.696969696969697,0.4666937221594376,0.1548151515151515,0.1630050979287383,0.33887,0.2743504266558556,0.1852212121212121,0.1563223987421023,0.4732181818181818,0.2088275925472755,118.1868787878788,31.03870044673824,0.0003604818181818,0.0015684958523125,0.0,4.0,1.0,0.0,3.0,0.0,4.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0
INTP,NT,intp <3,4Ve7w50Cmh8CdfyspEkdVJ,50,0.6389400000000001,0.1068457614259633,0.6267,0.143638754647674,-6.31708,2.5227624463703133,0.52,0.5046720495044484,0.064256,0.0479457693649815,0.3185238,0.2298151340364774,0.165746,0.0974425151521843,0.49732,0.2079824796388741,124.47616000000002,27.576068650530573,0.024499238,0.1365829672058881,1.0,8.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,2.0,3.0,2.0,4.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,2.0
INTP,NT,INTP,5BeuY9rMdR2MQYQj7yyISJ,34,0.7194117647058823,0.1120746822563064,0.7064705882352942,0.1381391997322765,-6.616147058823529,1.6930056852963111,0.5294117647058824,0.5066403971048988,0.1451558823529411,0.0852451622769415,0.2242682352941176,0.2073255934948784,0.19,0.1577341453397475,0.4487029411764705,0.1974155599855813,109.44464705882352,28.662861239190903,0.0026457958823529,0.0130536022140956,0.0,1.0,3.0,4.0,1.0,3.0,1.0,1.0,0.0,0.0,3.0,3.0,0.0,1.0,2.0,1.0,0.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0
INTP,NT,INTP Shenanigans,1qv0F5H22BPBJtc2pmoFpU,50,0.59028,0.139473944607908,0.64684,0.20659833454492,-6.941060000000001,2.945239683327131,0.74,0.4430874976934519,0.098436,0.1323041837769991,0.322578712,0.2864034851339803,0.171358,0.1352486222948428,0.5262600000000001,0.1970327653265946,129.72987999999998,30.603227539297887,0.058797108,0.1864322465848842,0.0,6.0,1.0,2.0,3.0,1.0,5.0,1.0,1.0,0.0,5.0,3.0,1.0,2.0,4.0,4.0,4.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0
INTP,NT,INTP - The Logician,617W30iaAQlzfyz2M6j9i4,37,0.5749459459459458,0.1278833987023478,0.6090081081081081,0.2229584843995979,-7.79262162162162,3.534161595935617,0.5405405405405406,0.5052279240652237,0.0632486486486486,0.0562602169566738,0.2944001351351352,0.315723069159875,0.1971486486486486,0.1603367993762949,0.3900108108108108,0.201808554470958,122.54232432432434,25.54503252216678,0.1497911721621621,0.2903450360535383,0.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,0.0,2.0,1.0,2.0,3.0,4.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0
INTP,NT,＊*•̩̩͙✩•̩̩͙*˚ MY INTP VIBE<3 ˚*•̩̩͙✩•̩̩͙*˚＊,7dAQhApnu54FzA9q9PtAmS,50,0.59592,0.12282056598376115,0.65,0.19610711358846727,-6.78548,3.488074471682048,0.52,0.5046720495044484,0.08446000000000002,0.081441715731095,0.24615901999999998,0.28570923638798895,0.188436,0.13439273662346063,0.4352680000000001,0.1725638816230567,124.1675,28.17929800348809,0.108547572,0.25411942174968427,0.0,5.0,2.0,1.0,0.0,3.0,3.0,4.0,3.0,4.0,0.0,1.0,4.0,5.0,2.0,3.0,2.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0
INTP,NT,Intp <3,0QsPDSBRTMTQDyDuAfiohU,12,0.53825,0.17445870832116955,0.6920000000000001,0.201460124635576,-7.428583333333333,3.2988268564427385,0.6666666666666666,0.4923659639173309,0.07429166666666667,0.07884083457808964,0.13491736666666668,0.19022290542589204,0.2069,0.16539662522664614,0.40025,0.23451463416248386,114.21466666666667,36.00475569682259,0.2223331091666667,0.3599611934949003,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
INTP,NT,intp,519WYaN5WhYcl8ahwCcjEJ,20,0.51795,0.12305902520421054,0.5183000000000002,0.18577550118921832,-8.669999999999998,3.100095499377908,0.7,0.4701623459816272,0.054290000000000005,0.03691791606138935,0.354431,0.3284152638593241,0.149175,0.10475183643660908,0.38499999999999995,0.22357148862570958,118.67830000000001,27.879863642912035,0.05485299349999999,0.20398133278147004,1.0,3.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
INTP,NT,INTP’s late night dancing playlist ,7y3JYDs5hFqbiT4ADAn1gi,27,0.745037037037037,0.10807706704778966,0.7498518518518518,0.12202323350767885,-5.187407407407408,2.0551245191408207,0.48148148148148145,0.5091750772173157,0.07764444444444445,0.07541466564847844,0.07501050740740739,0.07996277245860643,0.21001851851851855,0.16284485782731278,0.6766666666666666,0.21114996493560612,122.1535185185185,21.347529908219737,0.010145215555555557,0.03455448563890159,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0
INTP,NT,Perhaps I Will Throw Hands (intp),6SSTysfVPUVJQWqD8a9fyR,50,0.62186,0.13794053880168064,0.6414399999999999,0.19783977850569803,-6.8311,2.7949499739964683,0.66,0.47851812069840666,0.064428,0.056261546805785496,0.2778487,0.2875076091536269,0.202684,0.1466701287841223,0.51916,0.23090455312327915,119.03577999999999,22.590603198431413,0.0050481642,0.02244282239484498,2.0,5.0,0.0,2.0,6.0,1.0,4.0,3.0,2.0,1.0,2.0,3.0,1.0,4.0,3.0,0.0,2.0,0.0,3.0,2.0,1.0,0.0,1.0,2.0
INTP,NT,55🦇,6PweFVbwLRyPLbQbYc9eKv,50,0.47180000000000005,0.1472850907566128,0.64542143,0.1953550347209317,-6.96658,2.1955775595501064,0.7,0.46291004988627565,0.043073999999999994,0.03172602620523897,0.1947675148,0.2309966639561383,0.159936,0.11064550630416999,0.38116799999999995,0.25782785147442544,118.21441999999999,30.46466572939335,0.19122644900000005,0.3126701591807627,1.0,4.0,3.0,3.0,9.0,2.0,3.0,3.0,3.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,5.0,2.0,1.0
INTP,NT,intp,3CTUPKFD2HYFaMFxis6jmy,39,0.5390512820512822,0.14669606042102812,0.610897435897436,0.20885273014253178,-7.728128205128203,3.472462884341732,0.6153846153846154,0.4928640580901442,0.052056410256410265,0.039528649136595886,0.30326544615384615,0.32870932348496296,0.17054615384615385,0.17246674713230017,0.4228846153846153,0.23076621861057106,123.71969230769228,33.485313877605826,0.10881718384615385,0.25152252811811676,0.0,2.0,0.0,1.0,3.0,4.0,2.0,1.0,5.0,1.0,2.0,4.0,1.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0
INTP,NT,@INT.playlist,613qj3z3abX4AK6ahiZKHC,50,0.6690200000000001,0.15135557404971373,0.6392,0.14930150292448569,-5.60316,1.6887704059704602,0.62,0.4903143514780145,0.07885800000000001,0.06528710873784303,0.205077,0.21978748350882688,0.13848000000000002,0.0779273994936103,0.55458,0.21724725779721168,116.03667999999999,27.457697901659117,0.0046532809999999996,0.02617084631830916,3.0,1.0,2.0,6.0,3.0,1.0,1.0,5.0,2.0,3.0,2.0,4.0,3.0,0.0,3.0,0.0,0.0,2.0,6.0,0.0,1.0,0.0,0.0,2.0
INTP,NT,INTPP🎵,0Md8ILehzDq0IXQ2seGHLt,50,0.59332,0.17128249014003571,0.61002,0.21791352806626238,-6.917160000000001,3.5558427822732686,0.52,0.5046720495044485,0.108968,0.09922858467360367,0.27892746799999996,0.3237684535929017,0.20135000000000003,0.1710319700989215,0.44817599999999996,0.1905776124077023,122.79691999999999,33.916245545635455,0.0589942458,0.18746859944259672,2.0,4.0,1.0,2.0,1.0,6.0,2.0,0.0,1.0,6.0,2.0,4.0,4.0,1.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0
INTP,NT,INTP,78zW5K1yGa3FHp6NUCLUb4,25,0.56292,0.12538072685491444,0.6119199999999999,0.19284318326903166,-6.87572,3.1019890328626247,0.56,0.5066228051190221,0.069328,0.058777231419430885,0.27296908000000003,0.30204318819140197,0.200336,0.15591225598607272,0.454192,0.2068080549688527,119.77984000000001,31.9411218385746,0.0211052076,0.08063196939482282,0.0,0.0,0.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
INTP,NT,INTPlay,21fft1OUNCCrERWzgt3lDN,50,0.53122,0.15072969318672177,0.65788,0.21329969717823444,-7.68974,3.650689852672802,0.54,0.5034574339058886,0.06456400000000001,0.0635345278456638,0.21081155799999998,0.29930939685721436,0.16253599999999996,0.10947155396051803,0.450112,0.2559630598667053,126.37086000000001,29.4960856130132,0.10398918200000001,0.24020224662439782,3.0,2.0,0.0,0.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,4.0,8.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,3.0
INTP,NT,INTP. A cringe playlist.,12pqfjXCgZhokkPp0eePbO,17,0.49264705882352944,0.11509666653321819,0.8769999999999999,0.10683164325236226,-4.948176470588235,2.1068200337028706,0.47058823529411764,0.5144957554275265,0.07272941176470589,0.04481659520626654,0.012952664705882353,0.0461334601851376,0.15657058823529413,0.10892922452621405,0.3699411764705882,0.16712812098366153,107.55570588235295,20.962999498415968,0.09107556117647059,0.2025471028449102,1.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0
INTP,NT,intp taste,3Zl3TuykzLC7BCdueilCgp,50,0.53464,0.15384762671194496,0.6083999999999999,0.18671237292713525,-6.922479999999999,2.1287628795972133,0.64,0.4848732213850611,0.06078600000000001,0.048327458751601604,0.26055420000000007,0.29167995133113045,0.16136399999999998,0.1003853183834109,0.39080000000000004,0.1958813895588609,114.98116,29.336353876195794,0.011081477800000001,0.041008809169694176,2.0,1.0,3.0,1.0,8.0,2.0,2.0,0.0,7.0,3.0,1.0,3.0,3.0,2.0,3.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,3.0,0.0
INTP,NT,Intp,1VwWRPvP2v5DN8rfEhXeWC,24,0.5579583333333333,0.1332615862216822,0.6895833333333333,0.21141755853753258,-6.310833333333332,3.5471378010601935,0.5,0.5107539184552492,0.07366666666666667,0.04349249477150368,0.20624245833333332,0.2732153619285294,0.17953750000000002,0.11668406922484989,0.48212499999999997,0.1954509418042643,142.74254166666665,30.644765963451412,0.0172698075,0.050350914756304876,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0
INTP,NT,INTP-pendejo,5h1cLridwNyqrkBYTl887e,29,0.6158620689655172,0.1469455011069291,0.6772413793103449,0.18715972078346302,-7.772620689655173,3.0582819221371556,0.5862068965517241,0.5012300141587651,0.06491379310344828,0.057320762407313326,0.19524215172413795,0.24134836486204306,0.16026896551724137,0.13454167464673825,0.4894137931034482,0.23367308012345847,117.65762068965515,28.570425172362356,0.23934098068965518,0.3521671137520974,2.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,3.0,1.0,1.0,1.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
INTP,NT,INTP,2MzvJfFlj42e5hTTimghfl,5,0.5294000000000001,0.14286812100675225,0.7434000000000001,0.1509728452404604,-7.089200000000001,3.1368266129960065,0.4,0.5477225575051662,0.0709,0.05633817533431483,0.061722,0.032730534978823674,0.16158,0.1775400715331612,0.492,0.32155326152909725,128.79059999999998,33.68678205617153,0.22357284000000002,0.3685558419888742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
INTP,NT,intp-t,5NwI93fXqGemDGzPEz9DQ0,34,0.556264705882353,0.10624223574441323,0.40360294117647066,0.1971728121975117,-9.982794117647058,3.46985978041216,0.9411764705882353,0.23883257361061294,0.03987941176470588,0.014915393297504806,0.47694302941176464,0.3086128699253234,0.14595294117647062,0.08460626538621412,0.33847058823529413,0.18376107763666644,123.12876470588235,31.852786356459173,0.04885436588235295,0.16257871044231917,0.0,3.0,0.0,0.0,4.0,1.0,3.0,0.0,2.0,1.0,5.0,2.0,2.0,0.0,5.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0
INTP,NT,INTP ,0io505YUbqa9zqmU2KZarK,50,0.4408000000000001,0.15632488409640707,0.572752,0.23707764184170654,-9.995800000000001,3.614693929516251,0.58,0.49856938190328975,0.056644,0.06138949308492855,0.284777592,0.27164166378768856,0.19812199999999996,0.1740293011805419,0.47705800000000004,0.23892252359631702,127.68696,28.683353900441272,0.1433221184,0.2733454297775711,1.0,5.0,4.0,2.0,6.0,2.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,4.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0
